id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
DCX	DCX	8.0498E-01	1.98E-14	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
SOX6	SOX6	1.6554E+00	4.39E-14	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
STMN2	STMN2	5.6152E-01	6.55E-14	Cytoskeletal associated protein	BrainSpLMD|11075;Eurexp|euxassay_009268|cervical, cervico-thoracic, dorsal root ganglion, facial VII, footplate, forebrain, glossopharyngeal IX, handplate, hindbrain, hindgut, incisor, lip, midbrain, midgut, neural retina, oesophagus, olfactory, spinal cord, stomach, thoracic, thymus primordium, tongue, trigeminal V, vestibulocochlear VIII, vibrissa, visceral, vomeronasal organ	OMIM|600621
SOX2.OT	SOX2.OT	8.2044E-01	3.75E-13			
PDZRN4	PDZRN4	1.4952E+00	4.46E-13	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
SP9	SP9	1.8235E+00	1.40E-12		BrainSpLMD|100131390;BrainSpMouseDev|120188	
PLXNA4	PLXNA4	1.5963E+00	4.60E-12	Unclassified	BrainSpLMD|91584;Eurexp|euxassay_009720|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X;BrainSpMouseDev|89119	SFARI||Autism, 3 - Suggestive evidence;OMIM|604280
MEG3	MEG3	1.1210E+00	8.77E-12			OMIM|605636
RP11.384F7.2	RP11.384F7.2	1.6467E+00	3.65E-11			
HSPA1A	HSPA1A	9.5595E-01	3.67E-11	Chaperone	BrainSpLMD|3303;Eurexp|euxassay_005687|adrenal gland, testis, vibrissa	OMIM|140550
DCLK2	DCLK2	1.1496E+00	4.13E-11	Serine/threonine kinase	BrainSpLMD|166614;Eurexp|euxassay_009796|associated mesenchyme, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, nasal cavity, neural retina, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|613166
RND3	RND3	1.2255E+00	2.45E-10	G protein	BrainSpLMD|390	OMIM|602924
NKX2.1	NKX2.1	1.7969E+00	2.89E-10			
ZNF536	ZNF536	1.3001E+00	3.39E-10	DNA binding protein	BrainSpLMD|9745;Eurexp|euxassay_015751|adrenal gland, bladder, brain, cochlea, dorsal root ganglion, forelimb, glossopharyngeal IX, hindgut, hindlimb, limb, loop, lung, mandible, medullary stroma, midgut, molar, oesophagus, olfactory, penis, pituitary, rectum, retina, spinal cord, stomach, thyroid, trigeminal V, turbinate bones, vagus X, vestibulocochlear VIII, vibrissa	
RP11.588P7.1	RP11.588P7.1	1.6882E+00	4.64E-10			
STXBP5L	STXBP5L	1.9739E+00	4.73E-10	Transport/cargo protein	Eurexp|euxassay_011926|mantle layer	OMIM|609381
DLX1	DLX1	1.0190E+00	4.96E-10	Transcription factor	BrainSpLMD|1745;Eurexp|euxassay_008426|cochlea, epithelium, footplate, handplate, incisor, inner ear, mantle layer, midgut, naso-lacrimal duct, neural retina, oesophagus, paraxial mesenchyme, retina, skeletal muscle, skeleton, stomach, utricle, vibrissa;BrainSpMouseDev|13169	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600029
BZW1P2	BZW1P2	1.9884E+00	4.97E-10			
HSP90AB1	HSP90AB1	5.8921E-01	8.48E-10	Chaperone	BrainSpLMD|3326	OMIM|140572;COSMIC||NHL
TMEM2	TMEM2	1.3358E+00	9.69E-10	Integral membrane protein	BrainSpLMD|23670	OMIM|605835
HSP90AA1	HSP90AA1	6.4100E-01	1.36E-09	Chaperone	BrainSpLMD|3320;Eurexp|euxassay_010007|cervical, cervico-thoracic, choroid plexus, cortex, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, lobe, lung, mandible, mantle layer, midgut, molar, neural retina, olfactory, pancreas, submandibular gland primordium, testis, thoracic, thymus primordium, trigeminal V, vagus X, ventral grey horn, ventricular layer, vomeronasal organ	OMIM|140571;COSMIC||NHL
TRAPPC2	TRAPPC2	4.1206E-01	3.47E-09	Transcription regulatory protein	BrainSpLMD|6399;Eurexp|euxassay_005400|dorsal root ganglion, glossopharyngeal IX, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII	OMIM|300202;HPO|6399|Abnormality of epiphysis morphology, Arthralgia, Barrel-shaped chest, Coxa vara, Disproportionate short stature, Disproportionate short-trunk short stature, Hip osteoarthritis, Hump-shaped mound of bone in central and posterior portions of vertebral endplate, Hypoplasia of the capital femoral epiphysis, Hypoplasia of the odontoid process, Hypoplastic iliac wing, Irregular epiphyses, Kyphosis, Limitation of joint mobility, Lumbar hyperlordosis, Opacification of the corneal stroma, Platyspondyly, Scoliosis, Shield chest, Short femoral neck, Short neck, Short thorax, Spondyloepiphyseal dysplasia, Thoracic kyphosis, Upper limb undergrowth, X-linked recessive inheritance
HNRNPH1	HNRNPH1	4.0079E-01	3.53E-09	Ribonucleoprotein	BrainSpLMD|3187	OMIM|601035
ST8SIA5	ST8SIA5	1.2106E+00	3.87E-09	Enzyme: Sialyltransferase	BrainSpLMD|29906	OMIM|607162
DACH2	DACH2	1.1949E+00	4.24E-09	Transcription factor;Cell cycle control protein	BrainSpLMD|117154;Eurexp|euxassay_009795|basal columns, bladder, ear, mantle layer, marginal layer, medullary stroma, renal/urinary system, tegmentum, urachus;BrainSpMouseDev|60489	OMIM|300608
FGD3	FGD3	1.8245E+00	5.06E-09	Guanine nucleotide exchange factor	BrainSpLMD|89846;Eurexp|euxassay_010184|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vestibulocochlear VIII	OMIM|617554
SERINC5	SERINC5	3.2844E-01	6.64E-09	Unclassified	BrainSpLMD|256987;Eurexp|euxassay_011506|anterior, clavicle, floor plate, floorplate, incisor, mantle layer, marginal layer, molar, phalanx, thyroid, ventricular layer, vibrissa	OMIM|614551
PDZRN3	PDZRN3	1.2249E+00	7.97E-09	Unclassified	BrainSpLMD|23024;Eurexp|euxassay_000356|mantle layer	OMIM|609729
TTTY15	TTTY15	1.3935E+00	9.73E-09			
RBP1	RBP1	9.7350E-01	1.28E-08	Transport/cargo protein	BrainSpLMD|5947;Eurexp|euxassay_003315|brain, corpus striatum, forelimb, hindbrain, hindlimb, mantle layer, midgut, olfactory lobe, telencephalon, turbinate bones	OMIM|180260
RP11.175B9.3	RP11.175B9.3	1.1875E+00	1.48E-08			
MT.RNR1	MT.RNR1	4.0247E-01	1.52E-08			
BCL11A	BCL11A	3.0294E-01	1.72E-08	DNA binding protein	BrainSpLMD|53335;Eurexp|euxassay_007892|dorsal grey horn, incisor, naris, olfactory, pharyngo-tympanic tube, submandibular gland primordium, vibrissa;BrainSpMouseDev|13802	SFARI||Autism, 2 - Strong candidate;OMIM|606557;COSMIC||B-CLL;HPO|53335|Autosomal dominant inheritance, Congenital onset, Cupped ear, Downslanted palpebral fissures, Epicanthus, Everted lower lip vermilion, Global developmental delay, Intellectual disability, Joint hypermobility, Low-set ears, Microcephaly, Midface retrusion, Overfolded helix, Retrognathia, Strabismus, Thin upper lip vermilion
HSPH1	HSPH1	7.8771E-01	1.77E-08	Heat shock protein;Chaperone	BrainSpLMD|10808	OMIM|610703
TET2	TET2	1.4201E+00	2.43E-08	Unclassified	BrainSpLMD|54790	SFARI||Autism, No category;OMIM|612839;COSMIC||MDS;HPO|54790|Abdominal pain, Abnormal platelet morphology, Acute leukemia, Amaurosis fugax, Angina pectoris, Arterial thrombosis, Arthralgia, Bruising susceptibility, Chest pain, Epistaxis, Fatigue, Gingival bleeding, Headache, Hepatomegaly, Increased megakaryocyte count, Myelodysplasia, Myelofibrosis, Myocardial infarction, Paresthesia, Prolonged bleeding time, Respiratory insufficiency, Somatic mutation, Splenomegaly, Tinnitus, Transient ischemic attack, Venous thrombosis, Vertigo, Weight loss
EPHA4	EPHA4	9.7368E-01	2.44E-08	Receptor tyrosine kinase	BrainSpLMD|2043;BrainSpMouseDev|13616	OMIM|602188;HPO|2043|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
TIAM1	TIAM1	1.3268E+00	2.73E-08	Guanine nucleotide exchange factor	BrainSpLMD|7074;Eurexp|euxassay_006321|epidermis, incisor, molar, naris, olfactory, submandibular gland primordium, thymus primordium, vibrissa;BrainSpMouseDev|21603	OMIM|600687
CCDC88A	CCDC88A	8.5980E-01	3.28E-08	Cytoskeletal protein	BrainSpLMD|55704;Eurexp|euxassay_012890|mantle layer, ventral grey horn	OMIM|609736;HPO|55704|Abnormality of the hand, Autosomal recessive inheritance, Cerebellar atrophy, Developmental stagnation, Edema, Epicanthus, Feeding difficulties in infancy, Full cheeks, Global developmental delay, Hyperreflexia, Hypoplasia of the corpus callosum, Hypsarrhythmia, Infantile encephalopathy, Intellectual disability, profound, Myoclonus, Narrow forehead, Neuronal loss in central nervous system, Open mouth, Optic atrophy, Pachygyria, Peripheral dysmyelination, Polymicrogyria, Progressive microcephaly, Retrognathia, Seizures, Severe muscular hypotonia, Short nose, Tented upper lip vermilion, Undetectable visual evoked potentials
RP11.588P7.2	RP11.588P7.2	1.3168E+00	4.23E-08			
RUNX1T1	RUNX1T1	5.7861E-01	7.67E-08	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
HSPA1B	HSPA1B	1.0783E+00	1.11E-07	Chaperone	BrainSpLMD|3304	OMIM|603012
DLX5	DLX5	5.3673E-01	1.68E-07	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
CHD7	CHD7	1.0428E+00	2.46E-07	DNA binding protein	Eurexp|euxassay_010758|marginal layer, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ	SFARI||Autism, No category;OMIM|608892;HPO|55636|Abnormality of body height, Abnormality of female internal genitalia, Abnormality of lymphocytes, Abnormality of the aortic valve, Abnormality of the cardiac septa, Abnormality of the inner ear, Abnormality of the soft palate, Abnormality of the voice, Absence of pubertal development, Absence of secondary sex characteristics, Alopecia, Anophthalmia, Anosmia, Anterior hypopituitarism, Anxiety, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the eyebrow, Aplasia/Hypoplasia of the thymus, Atrial septal defect, Attention deficit hyperactivity disorder, Autism, Autosomal dominant inheritance, Bifid scrotum, Breast hypoplasia, Choanal atresia, Chorioretinal coloboma, Chronic diarrhea, Cleft lip, Cleft palate, Cleft upper lip, Coloboma, Cryptorchidism, Decreased fertility, Decreased testicular size, Decreased testosterone in males, Delayed eruption of teeth, Delayed puberty, Delayed skeletal maturation, Depressed nasal bridge, Depressivity, Desquamation of skin soon after birth, Dilatation of the aortic arch, Dimple chin, Double outlet right ventricle, Downslanted palpebral fissures, Dry skin, Duodenal atresia, Dysphagia, Edema, Eosinophilia, Erectile abnormalities, Erythroderma, Esophageal atresia, Eunuchoid habitus, External ear malformation, Facial asymmetry, Facial palsy, Failure to thrive, Feeding difficulties, Female hypogonadism, Fever, Gastroesophageal reflux, Gonadotropin deficiency, Gynecomastia, Hearing impairment, Hepatomegaly, Horseshoe kidney, Hydronephrosis, Hypocalcemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the ovary, Hypoplasia of the uterus, Hyposmia, Hypothalamic gonadotropin-releasing hormone deficiency, Hypothyroidism, Impotence, Increased female libido, Intellectual disability, Interrupted aortic arch, Iris coloboma, Labial hypoplasia, Low-set, posteriorly rotated ears, Lymphadenopathy, Lymphopenia, Malar flattening, Male hypogonadism, Micropenis, Microphthalmia, Muscular hypotonia, Narrow face, Narrow mouth, Non-obstructive azoospermia, Nystagmus, Obsessive-compulsive behavior, Optic atrophy, Osteopenia, Osteoporosis, Overfolded helix, Parathyroid hypoplasia, Patent ductus arteriosus, Phenotypic variability, Pneumonia, Polyhydramnios, Posterior choanal atresia, Postnatal growth retardation, Primary amenorrhea, Pruritus, Ptosis, Pulmonic stenosis, Reduced bone mineral density, Secondary amenorrhea, Sensorineural hearing impairment, Severe combined immunodeficiency, Sparse body hair, Splenomegaly, Sporadic, Square face, Strabismus, Tetralogy of Fallot, Thickened skin, Tracheoesophageal fistula, Umbilical hernia, Ventricular septal defect, Wide intermamillary distance
DNAJB1	DNAJB1	1.6201E+00	2.59E-07	Heat shock protein	BrainSpLMD|3337	OMIM|604572;COSMIC||fibrolamellar hepatocellular carcinoma
GAD2	GAD2	4.7566E-01	4.30E-07	Enzyme: Decarboxylase	BrainSpLMD|2572;Eurexp|euxassay_001769|dorsal grey horn, lateral ventricle, mantle layer;BrainSpMouseDev|14193	OMIM|138275
RAP2B	RAP2B	1.0686E+00	4.32E-07	GTPase	BrainSpLMD|5912;Eurexp|euxassay_002574|vibrissa	OMIM|179541
CACNA1E	CACNA1E	3.4664E-01	4.60E-07	Voltage gated channel	BrainSpLMD|777;Eurexp|euxassay_006436|dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, trigeminal V, ventral grey horn, ventricular layer, vestibulocochlear VIII	SFARI||Autism, 3 - Suggestive evidence;OMIM|601013
SEPT7P6	SEPT7P6	1.9735E+00	4.92E-07			
ARX	ARX	1.0957E+00	6.06E-07	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
ACTBP2	ACTBP2	3.6239E-01	8.64E-07			
ADAMTS5	ADAMTS5	1.4437E+00	9.07E-07	Metallo protease	BrainSpLMD|11096	OMIM|605007
KIAA0922	KIAA0922	1.0676E+00	1.02E-06			
RP11.768G7.2	RP11.768G7.2	2.4200E+00	1.29E-06			
MAF	MAF	8.4341E-01	1.37E-06	Transcription factor	BrainSpLMD|4094;Eurexp|euxassay_015869|choroid plexus, dorsal grey horn, facial VII, incisor, lens, mandible, mantle layer, maxilla, metanephros, molar, nasal septum, rib, trigeminal V, ventricular layer;BrainSpMouseDev|16902	OMIM|177075;COSMIC||MM;HPO|4094|Autosomal dominant inheritance, Brachycephaly, Broad eyebrow, Broad philtrum, Cataract, Cerulean cataract, Congenital cataract, Cortical pulverulent cataract, Depressed nasal bridge, Flat face, High forehead, Hypertelorism, Intellectual disability, Iris coloboma, Long philtrum, Low-set ears, Malar flattening, Microcornea, Midface retrusion, Myopia, Narrow mouth, Ptosis, Radioulnar synostosis, Seizures, Sensorineural hearing impairment, Short nose, Short stature, Smooth philtrum, Thin upper lip vermilion, Wide nasal bridge
ACTB	ACTB	3.9348E-01	1.89E-06	Cytoskeletal protein	BrainSpLMD|60;BrainSpMouseDev|11250	OMIM|102630;HPO|60|Abnormality of metabolism/homeostasis, Achalasia, Agenesis of corpus callosum, Anteverted nares, Aortic valve stenosis, Aphasia, Autosomal dominant inheritance, Autosomal recessive inheritance, Bicuspid aortic valve, Blindness, Cataract, Cerebral cortical hemiatrophy, Chorioretinal coloboma, Cleft palate, Cleft upper lip, Coarse facial features, Cryptorchidism, Death in early adulthood, Delayed cranial suture closure, Depressed nasal tip, Downslanted palpebral fissures, Dysphagia, Dysphasia, Echolalia, Epicanthus, Euryblepharon, Externally rotated hips, Failure to thrive, Feeding difficulties, Full cheeks, Generalized dystonia, Generalized hypotonia, Global developmental delay, Growth delay, Heterochromia iridis, High forehead, Highly arched eyebrow, Hydronephrosis, Hydroureter, Hypertelorism, Hypoplastic scapulae, Immunodeficiency, Intellectual disability, Intellectual disability, mild, Iris coloboma, Joint stiffness, Kyphoscoliosis, Kyphosis, Large fontanelles, Lissencephaly, Long nose, Long palpebral fissure, Long philtrum, Low posterior hairline, Low-set ears, Macroglossia, Macrogyria, Mental deterioration, Microcephaly, Micrognathia, Micromelia, Micropenis, Mild global developmental delay, Mutism, Oral cleft, Osteochondrosis, Overfolded helix, Pachygyria, Patent ductus arteriosus, Pointed chin, Polymicrogyria, Postnatal growth retardation, Prominent epicanthal folds, Prominent metopic ridge, Prominent nose, Ptosis, Retinoschisis, Retrognathia, Scoliosis, Seizures, Sensorineural hearing impairment, Short columella, Short neck, Short nose, Short stature, Skeletal dysplasia, Small for gestational age, Specific learning disability, Subcortical cerebral atrophy, Telecanthus, Thin upper lip vermilion, Thin vermilion border, Trigonocephaly, Wide mouth, Wide nasal bridge, Wide nose
FAM65B	FAM65B	1.2587E+00	1.96E-06			
BCL11B	BCL11B	7.2211E-01	2.67E-06	Transcription regulatory protein;DNA binding protein	BrainSpLMD|64919;BrainSpMouseDev|37240	OMIM|606558;COSMIC||T-ALL;HPO|64919|Absent speech, Autosomal dominant inheritance, Congenital onset, Generalized hypotonia, Global developmental delay, Hirsutism, Hypertelorism, Inflammatory abnormality of the skin, Intellectual disability, Micrognathia, Natal tooth, Pulmonary artery stenosis, Seizures, Severe combined immunodeficiency, Short palpebral fissure, Spastic tetraplegia, Umbilical hernia, Wormian bones
SYNE2	SYNE2	2.6251E-01	3.02E-06	Cytoskeletal protein	BrainSpLMD|23224;Eurexp|euxassay_010927|cochlea, metanephros, pericardial cavity, peritoneal cavity, renal/urinary system, utricle, ventricular layer	OMIM|608442;HPO|23224|Arrhythmia, Autosomal dominant inheritance, Cardiomyopathy, Childhood onset, Elevated serum creatine phosphokinase, Muscular dystrophy, Phenotypic variability, Proximal amyotrophy, Proximal muscle weakness, Respiratory insufficiency
ZSWIM5	ZSWIM5	1.4758E+00	4.00E-06	Unclassified		SFARI||Autism, 6 - Evidence does not support role
GRIA4	GRIA4	1.6848E+00	4.01E-06	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
PDE4DIP	PDE4DIP	7.9735E-01	4.13E-06	Transport/cargo protein	BrainSpLMD|9659;Eurexp|euxassay_015920|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vestibulocochlear VIII	OMIM|608117;COSMIC||MPN
TUSC7	TUSC7	1.5128E+00	6.72E-06			OMIM|616057
SLAIN1	SLAIN1	9.8984E-01	7.53E-06	Unclassified	BrainSpLMD|122060	OMIM|610491
RP11.110G21.2	RP11.110G21.2	8.5773E-01	7.72E-06			
CHORDC1	CHORDC1	1.1439E+00	8.37E-06	Unclassified	BrainSpLMD|26973;Eurexp|euxassay_005070|brain, olfactory, trigeminal V, vomeronasal organ	OMIM|604353
FBXW7	FBXW7	1.2979E+00	1.07E-05	Ubiquitin proteasome system protein	BrainSpLMD|55294;BrainSpMouseDev|30242	OMIM|606278;COSMIC||colorectal, endometrial, T-ALL
SOX1	SOX1	1.2544E+00	1.23E-05	Transcription factor	BrainSpLMD|6656;Eurexp|euxassay_019565|ventral grey horn, ventricular layer	OMIM|602148
SKIDA1	SKIDA1	1.3841E+00	1.29E-05	Unclassified	BrainSpLMD|387640;Eurexp|euxassay_003843|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, skeleton, tail, vertebral axis muscle system, visceral organ	
HSP90AA6P	HSP90AA6P	3.2025E-01	1.38E-05			
RP4.635E18.8	RP4.635E18.8	6.7231E-01	1.41E-05			
SETX	SETX	5.1172E-01	1.85E-05	DNA helicase	BrainSpLMD|23064	OMIM|608465;HPO|23064|Abnormal lower motor neuron morphology, Abnormal pyramidal signs, Abnormal upper motor neuron morphology, Amyotrophic lateral sclerosis, Autosomal dominant inheritance, Autosomal recessive inheritance, Axonal degeneration, Babinski sign, Decreased motor nerve conduction velocity, Degeneration of anterior horn cells, Difficulty walking, Diffuse axonal swelling, Distal muscle weakness, Elevated serum creatine phosphokinase, Gaze-evoked nystagmus, Hyperreflexia, Impaired distal vibration sensation, Increased antibody level in blood, Limb ataxia, Pallor of dorsal columns of the spinal cord, Pes cavus, Polyneuropathy, Pontocerebellar atrophy, Progressive, Progressive gait ataxia, Saccadic smooth pursuit, Slow progression, Variable expressivity
