id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
CHST3	CHST3	2.6497E+00	0	Enzyme: Sulphotransferase	BrainSpLMD|9469	OMIM|603799;HPO|9469|Abnormal form of the vertebral bodies, Abnormality of cardiovascular system morphology, Accelerated skeletal maturation, Amblyopia, Aortic regurgitation, Aortic root dilatation, Aortic valve stenosis, Arthralgia, Arthropathy, Autosomal dominant inheritance, Autosomal recessive inheritance, Barrel-shaped chest, Bicuspid aortic valve, Bilateral elbow dislocations, Bilateral single transverse palmar creases, Brachycephaly, Brachydactyly, Broad distal phalanges of all fingers, Broad forehead, Camptodactyly of finger, Cardiomegaly, Cleft palate, Congenital glaucoma, Coronal cleft vertebrae, Cubitus valgus, Cutis laxa, Decreased hip abduction, Delayed eruption of teeth, Delayed gross motor development, Delayed skeletal maturation, Depressed nasal bridge, Deviation of the 5th finger, Disproportionate short-trunk short stature, Downslanted palpebral fissures, Elbow dislocation, Elbow flexion contracture, Enlarged joints, Enlarged metaphyses, Esotropia, Fixed elbow flexion, Flattened epiphysis, Flexion contracture, Frontal bossing, Generalized bone demineralization, Genu valgum, Hearing impairment, High palate, Highly arched eyebrow, Hip dislocation, Hydrocephalus, Hypermetropia, Hypertelorism, Hypoplasia of the capital femoral epiphysis, Hypoplasia of the ulna, Intervertebral space narrowing, Irregular epiphyses, Irregular vertebral endplates, Joint laxity, Knee dislocation, Kyphoscoliosis, Large eyes, Left ventricular hypertrophy, Limited hip extension, Long philtrum, Low posterior hairline, Low-set ears, Lumbar hyperlordosis, Metatarsus adductus, Microdontia, Microtia, Midface retrusion, Mitral regurgitation, Mitral stenosis, Mitral valve prolapse, Motor delay, Multiple carpal ossification centers, Multiple joint dislocation, Narrow chest, Narrow mouth, Narrow vertebral interpedicular distance, Osteopenia, Patent foramen ovale, Pes planus, Prominent forehead, Pulmonary arterial hypertension, Pulmonic stenosis, Radioulnar synostosis, Rhizomelia, Scoliosis, Shield chest, Short distal phalanx of finger, Short femoral neck, Short metacarpal, Short neck, Short phalanx of finger, Shoulder dislocation, Small epiphyses, Small face, Sparse and thin eyebrow, Sparse eyebrow, Spatulate thumbs, Spondyloepiphyseal dysplasia, Talipes equinovalgus, Talipes equinovarus, Thick eyebrow, Tibial bowing, Tricuspid regurgitation, Tricuspid stenosis, Ulnar bowing, Ventricular hypertrophy, Ventricular septal defect, Waddling gait, Wide intermamillary distance, Widely spaced teeth
ACSBG1	ACSBG1	2.6479E+00	0	Enzyme: Synthase	BrainSpLMD|23205;Eurexp|euxassay_017864|Meckel's cartilage, axial skeleton, basioccipital bone, basisphenoid bone, exoccipital bone, femur, fibula, humerus, orbito-sphenoid, pelvic girdle, rib, scapula, temporal bone, testis, tibia, turbinate, vault of skull	OMIM|614362
ITGB5	ITGB5	2.6233E+00	0	Adhesion molecule	BrainSpLMD|3693	OMIM|147561
ALDOC	ALDOC	2.6214E+00	0	Enzyme: Lyase	BrainSpLMD|230;Eurexp|euxassay_011944|olfactory, ventricular layer	OMIM|103870
FAM189A2	FAM189A2	2.5728E+00	0	Integral membrane protein	BrainSpLMD|9413;BrainSpMouseDev|120110	OMIM|607710
RANBP3L	RANBP3L	2.5212E+00	0	Unclassified	BrainSpLMD|202151	OMIM|616391
GFAP	GFAP	2.5112E+00	0	Structural protein	BrainSpLMD|2670;BrainSpMouseDev|14356	OMIM|137780;HPO|2670|Ataxia, Autosomal dominant inheritance, Bulbar signs, Developmental regression, Diffuse demyelination of the cerebral white matter, Hydrocephalus, Increased CSF protein, Infantile onset, Progressive macrocephaly, Seizures, Spasticity
EEPD1	EEPD1	2.4628E+00	0	DNA binding protein	BrainSpLMD|80820;Eurexp|euxassay_002552|dorsal root ganglion, facial VII, orbito-sphenoid, trigeminal V	OMIM|617192
F3	F3	2.4589E+00	0	Coagulation factor	BrainSpLMD|2152;Eurexp|euxassay_009157|axial muscle, calyces, epithelium, larynx, left lung, midgut, olfactory, oral epithelium, pelvis, pharyngo-tympanic tube, pyloric region, rectum, right lung, ventricular layer, vibrissa	OMIM|134390
HGF	HGF	2.4477E+00	0	Growth factor	BrainSpLMD|3082	OMIM|142409;HPO|3082|Autosomal recessive inheritance, Prelingual sensorineural hearing impairment
PEA15	PEA15	2.4370E+00	0	Transport/cargo protein	BrainSpLMD|8682;Eurexp|euxassay_011580|neural retina, ventral grey horn, ventricular layer	OMIM|603434
RP11.431M7.3	RP11.431M7.3	2.4232E+00	0			
C8orf4	C8orf4	2.4221E+00	0			
LRRC3B	LRRC3B	2.4168E+00	0	Unclassified	BrainSpLMD|116135	
EDNRB	EDNRB	2.3966E+00	0	G protein coupled receptor	BrainSpLMD|1910;Eurexp|euxassay_002855|4th ventricle, bladder, choroid plexus, cochlear component, dorsal root ganglion, ductus deferens, facial VII, foregut-midgut junction, glossopharyngeal IX, heart, hindgut, inferior, intrinsic, lateral recess, loop, mantle layer, meninges, mesenchyme, midgut, oesophagus, rectum, stomach, superior, tail, tongue, trigeminal V, turbinate bones, urethra, ventral grey horn, ventricle, ventricular layer, vertebral axis muscle system, vestibular component, vestibulocochlear VIII;BrainSpMouseDev|13396	OMIM|131244;HPO|1910|Abdominal pain, Abnormal auditory evoked potentials, Abnormal macular morphology, Abnormality of vision, Aganglionic megacolon, Albinism, Ataxia, Autonomic dysregulation, Autosomal dominant inheritance, Autosomal recessive inheritance, Blue irides, Constipation, Global developmental delay, Hearing impairment, Heterochromia iridis, Heterogeneous, Hypopigmentation of the fundus, Hypopigmented skin patches, Intestinal obstruction, Large for gestational age, Leukodystrophy, Muscular hypotonia, Nausea and vomiting, Nystagmus, Olfactory lobe agenesis, Polyneuropathy, Premature graying of hair, Prominent nasal bridge, Sensorineural hearing impairment, Spastic paraparesis, Synophrys, Underdeveloped nasal alae, Weight loss, White eyebrow, White eyelashes, White forelock, Wide nasal bridge
MOXD1	MOXD1	2.3915E+00	0	Enzyme: Oxygenase	BrainSpLMD|26002	OMIM|609000
GRAMD1C	GRAMD1C	2.3821E+00	0	Unclassified;Integral membrane protein	BrainSpLMD|54762;Eurexp|euxassay_005110|adenohypophysis, liver, olfactory, oral region, ventricular layer	
VEPH1	VEPH1	2.3733E+00	0	Unclassified	BrainSpLMD|79674	OMIM|609594
HAPLN1	HAPLN1	2.3688E+00	0	Extracellular matrix protein	BrainSpLMD|1404	OMIM|115435
TKTL1	TKTL1	2.3649E+00	0	Enzyme: Transketolase	BrainSpLMD|8277	OMIM|300044
PTN	PTN	2.3383E+00	0	Cytokine	BrainSpLMD|5764	OMIM|162095
ATP13A4	ATP13A4	2.3251E+00	0	ATPase	BrainSpLMD|84239	OMIM|609556
SLC7A11	SLC7A11	2.3157E+00	0	Membrane transport protein	BrainSpLMD|23657;Eurexp|euxassay_012149|choroid invagination, lens, meninges, olfactory, ventricular layer	OMIM|607933
GABRB1	GABRB1	2.3084E+00	0	Extracellular ligand gated channel	BrainSpLMD|2560;BrainSpMouseDev|14176	SFARI||Autism, 5 - Hypothesized but untested;OMIM|137190;HPO|2560|Ataxia, Autosomal dominant inheritance, Cortical visual impairment, Developmental regression, Epileptic encephalopathy, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Hypsarrhythmia, Infantile onset, Seizures
BCAN	BCAN	2.3075E+00	0	Adhesion molecule	BrainSpLMD|63827;Eurexp|euxassay_018187|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|11818	OMIM|600347
FBN2	FBN2	2.3054E+00	0	Structural protein	BrainSpLMD|2201;Eurexp|euxassay_008110|lung, mesenchyme	OMIM|612570;HPO|2201|Abnormally folded helix, Adducted thumb, Aortic root dilatation, Arachnodactyly, Arthrogryposis multiplex congenita, Atrial septal defect, Autosomal dominant inheritance, Bicuspid aortic valve, Brachycephaly, Calf muscle hypoplasia, Camptodactyly of finger, Congenital kyphoscoliosis, Crumpled ear, Disproportionate tall stature, Distal arthrogryposis, Ectopia lentis, Frontal bossing, High palate, Joint stiffness, Macular degeneration, Metatarsus adductus, Mitral regurgitation, Mitral valve prolapse, Motor delay, Myopia, Osteopenia, Patellar dislocation, Patellar subluxation, Patent ductus arteriosus, Pectus carinatum, Reduced visual acuity, Scaphocephaly, Short neck, Slender build, Ulnar deviation of finger, Ventricular septal defect, Visual impairment
IL33	IL33	2.3008E+00	0	Unclassified	Eurexp|euxassay_011591|capsule, cortex, endolymphatic duct, lip, mesentery, midgut, olfactory, skeletal muscle, utricle	OMIM|608678
TMEM132B	TMEM132B	2.2994E+00	0	Integral membrane protein		
ARAP2	ARAP2	2.2858E+00	0	GTPase activating protein	BrainSpLMD|116984	OMIM|606645
ID4	ID4	2.2777E+00	0	Transcription regulatory protein	BrainSpLMD|3400;BrainSpMouseDev|15677	OMIM|600581
ATP1A2	ATP1A2	2.2501E+00	0	ATPase	BrainSpLMD|477;Eurexp|euxassay_001505|brain, cervical, cervico-thoracic, cochlea, dorsal root ganglion, facial VII, forelimb, glossopharyngeal IX, hindlimb, mesenchyme, naris, neural retina, spinal cord, stroma, thoracic, tongue, trigeminal V, turbinate bones, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|62830	OMIM|182340;HPO|477|Abnormality of movement, Aphasia, Apraxia, Ataxia, Autosomal dominant inheritance, Blurred vision, Choreoathetosis, Coma, Confusion, Diplopia, Drowsiness, Dysarthria, Dysphasia, Dystonia, Episodic ataxia, Episodic hemiplegia, Episodic quadriplegia, Fever, Generalized tonic-clonic seizures, Hemiparesis, Hemiplegia, Hemiplegia/hemiparesis, Heterogeneous, Incomplete penetrance, Intellectual disability, Mental deterioration, Migraine with aura, Nystagmus, Seizures, Transient unilateral blurring of vision, Vertigo
MT3	MT3	2.2498E+00	0	Unclassified	BrainSpLMD|4504;Eurexp|euxassay_012667|dorsal root ganglion, glossopharyngeal IX, trigeminal V, ventral grey horn, ventricular layer	OMIM|139255
BMP7	BMP7	2.2301E+00	0	Ligand	BrainSpLMD|655;BrainSpMouseDev|11948	OMIM|112267
LRRC10B	LRRC10B	2.2252E+00	0	Unclassified		
GALNT16	GALNT16	2.2073E+00	0	Enzyme: Galactosyltransferase	Eurexp|euxassay_011719|floor plate, floorplate, mantle layer, mesenchyme, ventral grey horn, ventricular layer	OMIM|615132
RP11.731J8.2	RP11.731J8.2	2.2066E+00	0			
SLC1A3	SLC1A3	2.2022E+00	0	Transport/cargo protein	BrainSpLMD|6507;Eurexp|euxassay_001899|mantle layer, thymus primordium, tongue, ventral grey horn, ventricular layer;BrainSpMouseDev|20274	OMIM|600111;HPO|6507|Autosomal dominant inheritance, Cerebellar hypoplasia, Diplopia, Dysarthria, Episodic ataxia, Generalized hypotonia, Hemiparesis, Hemiplegia, Migraine, Motor delay, Nausea, Phonophobia, Photophobia, Seizures, Slurred speech, Truncal ataxia, Vertigo, Vomiting
ATP1B2	ATP1B2	2.1898E+00	0	ATPase	BrainSpLMD|482;Eurexp|euxassay_011653|lobe, pituitary, ventral grey horn, ventricular layer;BrainSpMouseDev|11718	OMIM|182331
HNMT	HNMT	2.1838E+00	0	Enzyme: Methyltransferase	BrainSpLMD|3176	OMIM|605238;HPO|3176|Autosomal recessive inheritance, Delayed speech and language development, Global developmental delay, Infantile onset, Intellectual disability, Intellectual disability, severe, Microcephaly
FGGY	FGGY	2.1785E+00	0	Unclassified	BrainSpLMD|55277;Eurexp|euxassay_003524|calyces, left, olfactory, right	OMIM|611370
LINC00943	LINC00943	2.1770E+00	0			
NUDT7	NUDT7	2.1748E+00	0	Unclassified		OMIM|609231
PMP22	PMP22	2.1689E+00	0	Integral membrane protein	BrainSpLMD|5376	OMIM|601097;HPO|5376|Abnormality of the immune system, Acute demyelinating polyneuropathy, Areflexia, Autosomal dominant inheritance, Autosomal recessive inheritance, Childhood onset, Cold-induced muscle cramps, Decreased motor nerve conduction velocity, Decreased number of peripheral myelinated nerve fibers, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Foot dorsiflexor weakness, Gait ataxia, Gait disturbance, Generalized hypotonia, Hammertoe, Hearing impairment, Heterogeneous, Hypertrophic nerve changes, Hyporeflexia, Increased CSF protein, Infantile onset, Insidious onset, Juvenile onset, Kyphoscoliosis, Motor delay, Muscle weakness, Myelin outfoldings, Onion bulb formation, Paresthesia, Pes cavus, Scoliosis, Segmental peripheral demyelination/remyelination, Sensorineural hearing impairment, Sensory ataxia, Slow progression, Split hand, Steppage gait, Talipes calcaneovalgus, Ulnar claw, Upper limb postural tremor, Variable expressivity, Vocal cord paralysis
PAQR8	PAQR8	2.1576E+00	0	Integral membrane protein	BrainSpLMD|85315	OMIM|607780
S1PR1	S1PR1	2.1429E+00	0	G protein coupled receptor	BrainSpLMD|1901;BrainSpMouseDev|13387	OMIM|601974
GATM	GATM	2.1395E+00	0	Enzyme: Amidinotransferase	BrainSpLMD|2628;Eurexp|euxassay_005674|diaphragm, footplate, frenulum, handplate, lower leg, paraxial mesenchyme, shoulder, skeletal muscle, upper arm, upper leg, vertebral axis muscle system	SFARI||Autism, No category;OMIM|602360;HPO|2628|Abnormality of creatine metabolism, Autism, Autosomal recessive inheritance, Delayed speech and language development, Failure to thrive, Global developmental delay, Infantile onset, Intellectual disability, Organic aciduria
NOG	NOG	2.1379E+00	0	Secreted polypeptide	BrainSpLMD|9241;Eurexp|euxassay_009618|axial skeleton, mandible, mantle layer, nasal septum, otic capsule, phalanx, rib, sternum, thyroid, turbinate bones, ventral grey horn;BrainSpMouseDev|17888	OMIM|602991;HPO|9241|2-3 toe syndactyly, Abnormal vertebral morphology, Abnormality of the ankles, Absent distal interphalangeal creases, Absent distal phalanges, Absent fingernail, Absent phalangeal crease, Anonychia, Aplasia/Hypoplasia of the distal phalanges of the hand, Aplasia/Hypoplasia of the distal phalanges of the toes, Aplasia/Hypoplasia of the middle phalanges of the hand, Aplasia/Hypoplasia of the middle phalanges of the toes, Aplasia/Hypoplasia of the nails, Aplastic/hypoplastic toenail, Autosomal dominant inheritance, Brachydactyly, Broad hallux, Broad thumb, Camptodactyly of finger, Carpal synostosis, Clinodactyly, Conductive hearing impairment, Congenital stapes ankylosis, Cubitus valgus, Cutaneous finger syndactyly, Cutaneous syndactyly of toes, Dislocated radial head, Elbow ankylosis, Elbow dislocation, Enlargement of the costochondral junction, Finger syndactyly, Fusion of midphalangeal joints, Hypermetropia, Hypoplastic nasal septum, Hypoplastic spinal processes, Long nose, Low hanging columella, Lower limb undergrowth, Metacarpophalangeal synostosis, Narrow face, Pectus excavatum, Progressive conductive hearing impairment, Progressive fusion 2nd-5th pip joints, Proximal placement of thumb, Proximal symphalangism, Proximal symphalangism of hands, Proximal/middle symphalangism of 5th finger, Radial deviation of finger, Sensorineural hearing impairment, Short 1st metacarpal, Short 5th metacarpal, Short distal phalanx of finger, Short distal phalanx of toe, Short finger, Short foot, Short hallux, Short humerus, Short lower limbs, Short philtrum, Short stature, Short sternum, Single transverse palmar crease, Spinal canal stenosis, Stapes ankylosis, Strabismus, Symphalangism affecting the phalanges of the hand, Synostosis of carpal bones, Tarsal synostosis, Thick upper lip vermilion, Thin upper lip vermilion, Toe syndactyly, Type B brachydactyly, Underdeveloped nasal alae, Waddling gait
Z83001.1	Z83001.1	2.1220E+00	0			
IQGAP2	IQGAP2	2.1158E+00	0	GTPase activating protein	BrainSpLMD|10788;Eurexp|euxassay_013405|adrenal gland, incisor, intervertebral disc, lobe, mandible, mesenchyme, metanephros, midgut, oesophagus, skeletal muscle, stomach, thymus primordium, ventricular layer, vertebral axis muscle system, vertebral cartilage condensation	OMIM|605401
NOTCH2	NOTCH2	2.1133E+00	0	Cell surface receptor	BrainSpLMD|4853;Eurexp|euxassay_015406|alimentary system, cardiovascular system, cavities and their linings, choroid plexus, gland, integumental system, limb, marginal layer, meninges, mesenchyme, olfactory, renal/urinary system, reproductive system, respiratory system, skeleton, tail, ventricular layer, vertebral axis muscle system, vomeronasal organ;BrainSpMouseDev|17896	OMIM|600275;COSMIC||marginal zone lymphoma, DLBCL, bladder, Hajdu-Cheney syndrome, serpentine fibula-polycystic kidney syndrome;HPO|4853|Abnormality of the cardiac septa, Abnormality of the fingernails, Absent frontal sinuses, Anteverted nares, Arnold-Chiari malformation, Arthralgia, Atrial septal defect, Autosomal dominant inheritance, Basilar impression, Biconcave vertebral bodies, Bone pain, Brachydactyly, Broad forehead, Cervical instability, Cholestasis, Cholestatic liver disease, Coarse facial features, Conductive hearing impairment, Crowded carpal bones, Cryptorchidism, Decreased skull ossification, Dental malocclusion, Dislocated radial head, Dolichocephaly, Downslanted palpebral fissures, Downturned corners of mouth, Elongated sella turcica, Epicanthus, Failure to thrive, Foot acroosteolysis, Full cheeks, Generalized hirsutism, Genu valgum, Hearing impairment, Hematuria, High palate, Hirsutism, Hydrocephalus, Hypertelorism, Hypertension, Hypoplastic 5th lumbar vertebrae, Hypospadias, Inguinal hernia, Joint hyperflexibility, Joint laxity, Kyphoscoliosis, Large earlobe, Long eyelashes, Long nose, Long philtrum, Low-set ears, Macrocephaly, Micrognathia, Narrow mouth, Open bite, Osteolysis, Osteolytic defects of the phalanges of the hand, Osteopenia, Osteoporosis, Partial absence of toe, Patent ductus arteriosus, Pathologic fracture, Periodontitis, Peripheral pulmonary artery stenosis, Phenotypic variability, Platybasia, Pointed chin, Posterior embryotoxon, Premature loss of teeth, Prominent occiput, Proteinuria, Pulmonic stenosis, Recurrent fractures, Renal cyst, Renal hypoplasia, Renal insufficiency, Renal tubular acidosis, Scoliosis, Short distal phalanx of finger, Short nail, Short neck, Short stature, Short toe, Skeletal dysplasia, Synophrys, Tall lumbar vertebral bodies, Telecanthus, Tetralogy of Fallot, Thick eyebrow, Thin vermilion border, Triangular face, Umbilical hernia, Vertebral compression fractures, Wide nose, Wormian bones
CCDC175	CCDC175	2.1131E+00	0			
MLC1	MLC1	2.1119E+00	0	Membrane transport protein	BrainSpLMD|23209;Eurexp|euxassay_010374|ventricular layer	OMIM|605908;HPO|23209|Ataxia, Autosomal recessive inheritance, Diffuse spongiform leukoencephalopathy, Diffuse swelling of cerebral white matter, Infantile onset, Intellectual disability, mild, Macrocephaly, Megalencephaly, Motor delay, Seizures, Spasticity
PREX2	PREX2	2.1113E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|80243	OMIM|612139;COSMIC||melanoma, pancreatic ductal adenocarcinoma
PSAT1	PSAT1	2.1062E+00	0	Enzyme: Aminotransferase	BrainSpLMD|29968;Eurexp|euxassay_001596|cranium, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|610936;HPO|29968|Abnormality of the philtrum, Abnormality of the pinna, Absent septum pellucidum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Broad foot, Cerebellar hypoplasia, Cerebellar vermis hypoplasia, Cleft palate, Congenital onset, Dandy-Walker malformation, Decreased fetal movement, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Feeding difficulties in infancy, Global developmental delay, High palate, Hypertelorism, Hypertonia, Hypoglycinemia, Hypogonadism, Hyposerinemia, Ichthyosis, Infantile onset, Intrauterine growth retardation, Lack of skin elasticity, Large hands, Lissencephaly, Low-set ears, Macrogyria, Macrotia, Microcephaly, Micrognathia, Muscle cramps, Muscular dystrophy, Opisthotonus, Pachygyria, Polyhydramnios, Polymicrogyria, Postnatal microcephaly, Proptosis, Rocker bottom foot, Scoliosis, Seizures, Short neck, Skeletal muscle atrophy, Sloping forehead, Thick vermilion border, Trismus
PTPRZ1	PTPRZ1	2.1055E+00	0	Receptor tyrosine phosphatase	BrainSpLMD|5803;BrainSpMouseDev|19046	OMIM|176891
C2orf72	C2orf72	2.0791E+00	0	Unclassified	Eurexp|euxassay_008051|left, right, ventricular layer	
RP11.849I19.1	RP11.849I19.1	2.0661E+00	0			
ARHGEF6	ARHGEF6	2.0559E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|9459	OMIM|300267;HPO|9459|Intellectual disability, X-linked recessive inheritance
ADHFE1	ADHFE1	2.0323E+00	0	Enzyme: Dehydrogenase	BrainSpLMD|137872;Eurexp|euxassay_018617|basisphenoid bone, calyces, exoccipital bone, meninges, nucleus pulposus, orbito-sphenoid, otic capsule, pectoral girdle and thoracic body wall, rib, skeletal muscle, supraoccipital cartilage condensation, turbinate, turbinate bones, ventral grey horn, ventricular layer	OMIM|611083
HEPACAM	HEPACAM	2.0069E+00	0	Adhesion molecule	BrainSpLMD|220296	SFARI||Autism, No category;OMIM|611642;HPO|220296|Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cerebellar atrophy, Cerebral atrophy, Clumsiness, Diffuse spongiform leukoencephalopathy, Diffuse swelling of cerebral white matter, Dysarthria, Generalized hypotonia, Infantile onset, Intellectual disability, Intellectual disability, mild, Macrocephaly, Megalencephaly, Motor delay, Progressive neurologic deterioration, Seizures, Slow progression, Spasticity, Ventriculomegaly
CD9	CD9	1.9743E+00	0	Unclassified	BrainSpLMD|928;Eurexp|euxassay_001933|axial skeleton, bladder, calyces, cervical, cervico-thoracic, foregut-midgut junction, hindgut, lung, midgut, nucleus pulposus, oesophagus, olfactory, oral epithelium, pelvis, pharyngo-tympanic tube, rectum, stomach, submandibular gland primordium, thoracic, thymus primordium, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|12312	OMIM|143030
SOAT1	SOAT1	1.9597E+00	0	Enzyme: Acyltransferase	BrainSpLMD|6646;Eurexp|euxassay_004596|adrenal gland, calyces, loop, midgut, stomach, turbinate bones	OMIM|102642
GPR126	GPR126	1.9338E+00	0			
PPAP2B	PPAP2B	1.9239E+00	0			
PBXIP1	PBXIP1	1.9228E+00	0	Transcription regulatory protein	BrainSpLMD|57326;Eurexp|euxassay_012529|choroid invagination, choroid plexus, diaphragm, floor plate, floorplate, midgut, skeletal muscle, stomach, ventricle, ventricular layer;BrainSpMouseDev|86886	
SPRY2	SPRY2	1.9051E+00	0	Unclassified	BrainSpLMD|10253	OMIM|602466
PDPN	PDPN	1.9016E+00	0	Water channel	BrainSpLMD|10630;Eurexp|euxassay_002001|axial skeleton, submandibular gland primordium, ventricular layer;BrainSpMouseDev|14502	OMIM|608863
LIFR	LIFR	1.8873E+00	0	Cytokine receptor	BrainSpLMD|3977;Eurexp|euxassay_010649|axial muscle, dorsal root ganglion, extrinsic ocular muscle, facial VII, glossopharyngeal IX, mandible, mantle layer, maxilla, orbito-sphenoid, thymus primordium, thyroid, tongue, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|16651	OMIM|151443;COSMIC||salivary adenoma;HPO|3977|Abnormal metaphyseal trabeculation, Abnormality of dental enamel, Abnormality of vision, Absent patellar reflexes, Adducted thumb, Apnea, Asthma, Autosomal recessive inheritance, Blotching pigmentation of the skin, Broad ischia, Camptodactyly of finger, Contracture of the proximal interphalangeal joint of the 5th finger, Dysautonomia, Dysphagia, Elbow flexion contracture, Enlarged joints, Episodic fever, Feeding difficulties, Feeding difficulties in infancy, Femoral bowing, Flared metaphysis, Flexion contracture of toe, Frontal bossing, Generalized hypotonia, Genu valgum, Hoarse voice, Hyperhidrosis, Hypohidrosis, Hypoplastic iliac body, Impaired pain sensation, Intrauterine growth retardation, Knee flexion contracture, Lacrimation abnormality, Low-set ears, Malar flattening, Metaphyseal rarefaction, Metaphyseal widening, Micrognathia, Micromelia, Midface retrusion, Myotonia, Nasal speech, Oligohydramnios, Opacification of the corneal stroma, Osteopenia, Osteoporosis, Paresthesia, Pathologic fracture, Pulmonary arterial hypertension, Pulmonary arterial medial hypertrophy, Pulmonary hypoplasia, Pursed lips, Recurrent fractures, Respiratory distress, Respiratory insufficiency, Scoliosis, Short neck, Short nose, Short palpebral fissure, Short phalanx of finger, Short stature, Short tibia, Single transverse palmar crease, Skeletal dysplasia, Smooth tongue, Square face, Talipes, Talipes equinovarus, Talipes valgus, Thickened cortex of long bones, Thin ribs, Thin skin, Tibial bowing, Trismus, Ulnar deviation of finger, Wide nasal base
FAM182B	FAM182B	1.8792E+00	0			
SLITRK2	SLITRK2	1.8756E+00	0	Integral membrane protein	BrainSpLMD|84631;Eurexp|euxassay_012159|dorsal root ganglion, facial VII, glossopharyngeal IX, marginal layer, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII	OMIM|300561
