id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
CSRP2	CSRP2	9.4780E-01	4.81E-14	Adapter molecule	BrainSpLMD|1466;Eurexp|euxassay_016538|aorta, bladder, dorsal grey horn, hindgut, intermediate grey horn, mantle layer, midgut, neural retina, orbito-sphenoid, pancreas, skeletal muscle, stomach, temporal bone, turbinate, vault of skull	OMIM|601871
CXADR	CXADR	6.2793E-01	5.93E-14	Cell surface receptor	BrainSpLMD|1525;Eurexp|euxassay_012371|bladder, cochlea, cortex, endolymphatic duct, epidermis, epithelium, facial VII, glossopharyngeal IX, incisor, larynx, left lung, mantle layer, marginal layer, meninges, mesothelium, metanephros, midgut, molar, neural retina, olfactory, oral epithelium, pancreas, pharyngo-tympanic tube, primitive seminiferous tubules, rectum, right lung, stomach, trachea, trigeminal V, urogenital mesentery, utricle, vagus X, vestibulocochlear VIII, vibrissa	OMIM|602621
FLRT2	FLRT2	1.4415E+00	7.32E-14	Adhesion molecule	BrainSpLMD|23768	OMIM|604807
ADRA2A	ADRA2A	1.5650E+00	4.19E-13	G protein coupled receptor	BrainSpLMD|150;Eurexp|euxassay_010849|basisphenoid bone, mantle layer, marginal layer, naris, nasal capsule, olfactory, ventral grey horn;BrainSpMouseDev|11338	OMIM|104210
POU3F2	POU3F2	1.1592E+00	4.53E-13	Transcription factor	BrainSpLMD|5454;BrainSpMouseDev|18755	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600494
LMO4	LMO4	1.2747E+00	5.74E-13	Transcription regulatory protein	BrainSpLMD|8543;Eurexp|euxassay_004815|mantle layer, marginal layer, naris, submandibular gland primordium, vibrissa;BrainSpMouseDev|16681	OMIM|603129
GLRA2	GLRA2	1.7912E+00	6.38E-13	Extracellular ligand gated channel	BrainSpLMD|2742;Eurexp|euxassay_006123|brain, spinal cord;BrainSpMouseDev|88304	SFARI||Autism, 5 - Hypothesized but untested;OMIM|305990
GNAL	GNAL	2.2157E+00	1.55E-12	G protein	BrainSpLMD|2774;Eurexp|euxassay_009060|dorsal root ganglion, mantle layer, trigeminal V	OMIM|139312;HPO|2774|Autosomal dominant inheritance, Laryngeal dystonia, Limb dystonia, Lingual dystonia, Torticollis
LRRC7	LRRC7	6.2464E-01	2.36E-12	Cell junction protein	BrainSpLMD|57554;Eurexp|euxassay_009687|brain, spinal cord	SFARI||Autism, No category;OMIM|614453
TNIK	TNIK	1.0522E+00	4.35E-12	Serine/threonine kinase	BrainSpLMD|23043	OMIM|610005;HPO|23043|Autosomal recessive inheritance, Delayed speech and language development, Hyperactivity, Intellectual disability
MAPT	MAPT	6.7170E-01	4.39E-12	Structural protein	BrainSpLMD|4137;Eurexp|euxassay_002990|calyces, cervical, cervico-thoracic, diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, hindgut, mantle layer, marginal layer, midbrain, midgut, neural retina, olfactory, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|17529	OMIM|157140;HPO|4137|Abnormal brain FDG positron emission tomography, Abnormal pyramidal signs, Abnormality of the cerebral white matter, Adult onset, Aggressive behavior, Akinesia, Alexia, Amyotrophic lateral sclerosis, Anxiety, Apathy, Apraxia, Autosomal dominant inheritance, Axial dystonia, Blurred vision, Bradykinesia, Collectionism, Dementia, Depressivity, Diplopia, Disinhibition, Dysarthria, Dyscalculia, Dysgraphia, Dyslexia, Dysphagia, Dysphasia, EEG with continuous slow activity, Echolalia, Emotional blunting, Eyelid apraxia, Falls, Frontal lobe dementia, Frontolimbic dementia, Frontotemporal cerebral atrophy, Frontotemporal dementia, Gait imbalance, Gliosis, Grammar-specific speech disorder, Granulovacuolar degeneration, Heterogeneous, Hyperorality, Inappropriate behavior, Inappropriate laughter, Inappropriate sexual behavior, Irritability, Kyphoscoliosis, Lack of insight, Language impairment, Loss of speech, Memory impairment, Morphological abnormality of the pyramidal tract, Mutism, Neurofibrillary tangles, Neuronal loss in central nervous system, Ophthalmoparesis, Parkinsonism, Perseveration, Personality changes, Photophobia, Polyphagia, Poor speech, Primitive reflex, Restlessness, Restrictive behavior, Retrocollis, Rigidity, Spoken Word Recognition Deficit, Sporadic, Stereotypy, Supranuclear gaze palsy, Temporal cortical atrophy, Thickened nuchal skin fold, Tremor
CDH4	CDH4	6.4559E-01	6.34E-12	Adhesion molecule	BrainSpLMD|1002;BrainSpMouseDev|12346	OMIM|603006
RTN1	RTN1	7.0745E-01	1.37E-11	Integral membrane protein	BrainSpLMD|6252;Eurexp|euxassay_003752|brain, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, olfactory, penis, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|600865
GAP43	GAP43	1.2824E+00	2.00E-11	Growth factor	BrainSpLMD|2596;Eurexp|euxassay_002973|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, midgut, nasal capsule, olfactory, rectum, stomach, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|14208	SFARI||Autism, 5 - Hypothesized but untested;OMIM|162060
NEUROD2	NEUROD2	6.6346E-01	2.66E-11	Transcription factor	BrainSpLMD|4761;Eurexp|euxassay_013855|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|17780	OMIM|601725
TMSB10	TMSB10	3.7766E-01	4.96E-11	Cytoskeletal associated protein	BrainSpLMD|9168	OMIM|188399
TBR1	TBR1	8.0869E-01	5.01E-11	Transcription factor	BrainSpLMD|10716;BrainSpMouseDev|21136	SFARI||Autism, 1 - High confidence;OMIM|604616;HPO|10716|Abnormality of oral frenula, Abnormality of the iris, Autistic behavior, Bullet-shaped distal phalanx of the hallux, Camptodactyly of finger, Cataract, Cleft palate, Coloboma, Downslanted palpebral fissures, Failure to thrive, Growth delay, Hand clenching, Hypertelorism, Intellectual disability, Long fingers, Low-set, posteriorly rotated ears, Microphthalmia, Neonatal hypotonia, Seizures, Severe global developmental delay, Short neck, Short philtrum, Small face, Small for gestational age, Toe syndactyly
TSPYL1	TSPYL1	2.9556E-01	5.90E-11	Unclassified	BrainSpLMD|7259	OMIM|604714;HPO|7259|Abnormality of metabolism/homeostasis, Abnormality of the eye, Abnormality of the voice, Ambiguous genitalia, Ambiguous genitalia, male, Apnea, Autosomal recessive inheritance, Bradycardia, Bronchospasm, Cardiac arrest, Cardiorespiratory arrest, Cryptorchidism, Death in infancy, Dysautonomia, Dysplastic testes, Feeding difficulties in infancy, Gastroesophageal reflux, Growth delay, Hypoplasia of penis, Hyporeflexia, Hypothermia, Laryngospasm, Myoclonus, Ophthalmoplegia, Partial development of the penile shaft, Scrotal hypoplasia, Sleep apnea, Staccato cry, Stridor, Testicular dysgenesis, Tongue fasciculations
CTTNBP2	CTTNBP2	4.1252E-01	8.31E-11	Unclassified	BrainSpLMD|83992;Eurexp|euxassay_015493|dorsal grey horn, limb, mantle layer, penis, thalamus;BrainSpMouseDev|29776	SFARI||Autism, 3 - Suggestive evidence;OMIM|609772
ENC1	ENC1	7.9862E-01	1.34E-10	Structural protein	BrainSpLMD|8507;BrainSpMouseDev|13581	OMIM|605173
ARPP21	ARPP21	6.9036E-01	1.64E-10		BrainSpLMD|10777;Eurexp|euxassay_008422|brain, diaphragm, dorsal grey horn, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, lip, mantle layer, marginal layer, mesenchyme, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, spinal cord, tail, thymus primordium, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII	OMIM|605488
NELL2	NELL2	9.4420E-01	1.65E-10	Calcium binding protein	BrainSpLMD|4753;Eurexp|euxassay_010538|axial skeleton, brachial plexus, dorsal root ganglion, footplate, handplate, head mesenchyme, incisor, mantle layer, marginal layer, mesenchyme, mesentery, molar, neural retina, olfactory, paraxial mesenchyme, perioptic mesenchyme, peritoneal cavity, rib, ventricular layer	OMIM|602320
LNX1.AS1	LNX1.AS1	1.3594E+00	1.94E-10			
SRM	SRM	1.6405E+00	5.04E-10	Enzyme: Synthase	BrainSpLMD|6723	OMIM|182891
CALM1	CALM1	4.5010E-01	5.91E-10	Calcium binding protein	BrainSpLMD|801	OMIM|114180;HPO|801|Autosomal dominant inheritance, Cardiac arrest, Prolonged QT interval, Sudden death, Syncope, Ventricular tachycardia, Vertigo
VSTM2L	VSTM2L	1.7589E+00	6.48E-10	Unclassified	BrainSpLMD|128434;Eurexp|euxassay_007444|embryo	OMIM|616537
SLC35F2	SLC35F2	1.2790E+00	7.82E-10	Membrane transport protein	BrainSpLMD|54733;Eurexp|euxassay_003909|genital tubercle, incisor, lateral wall, lung, mantle layer, metanephros, midgut, molar, naris, olfactory lobe, palatal shelf, pancreas, rectum, respiratory, submandibular gland primordium, thymus primordium, turbinate bones	
RNU6.457P	RNU6.457P	1.4464E+00	9.97E-10			
KIAA1598	KIAA1598	4.1862E-01	1.36E-09			
PTPRD	PTPRD	6.0161E-01	2.07E-09	Receptor tyrosine phosphatase	BrainSpLMD|5789	OMIM|601598
PRKG2	PRKG2	1.3686E+00	3.05E-09	Serine/threonine kinase	BrainSpLMD|5593	OMIM|601591
CACNA2D1	CACNA2D1	1.0332E+00	3.49E-09	Voltage gated channel	BrainSpLMD|781;Eurexp|euxassay_006438|dorsal grey horn, dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, pituitary, skeletal muscle, trigeminal V, ventral grey horn, vertebral axis muscle system;BrainSpMouseDev|12078	OMIM|114204;HPO|781|Atrial fibrillation, Bradycardia, Palpitations, Shortened QT interval
SYT1	SYT1	9.9483E-01	3.54E-09	Calcium binding protein	BrainSpLMD|6857;Eurexp|euxassay_018026|adrenal gland, cervical, cervico-thoracic, diencephalon, dorsal root ganglion, epithelium, external, facial VII, foregut-midgut junction, glossopharyngeal IX, hindbrain, hindgut, incisor, limb, mantle layer, marginal layer, mesenchyme, midbrain, midgut, neural retina, oesophagus, olfactory, oral epithelium, pectoralis major, pectoralis minor, pituitary, retina, spinal cord, stomach, stroma, thoracic, tongue, trigeminal V, ureter, urethra, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|20740	OMIM|185605
AMER2	AMER2	4.6690E-01	3.76E-09	Unclassified	BrainSpLMD|219287;Eurexp|euxassay_006362|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|614659
PLXNA4	PLXNA4	6.7552E-01	4.22E-09	Unclassified	BrainSpLMD|91584;Eurexp|euxassay_009720|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X;BrainSpMouseDev|89119	SFARI||Autism, 3 - Suggestive evidence;OMIM|604280
BCL11A	BCL11A	2.7400E-01	4.34E-09	DNA binding protein	BrainSpLMD|53335;Eurexp|euxassay_007892|dorsal grey horn, incisor, naris, olfactory, pharyngo-tympanic tube, submandibular gland primordium, vibrissa;BrainSpMouseDev|13802	SFARI||Autism, 2 - Strong candidate;OMIM|606557;COSMIC||B-CLL;HPO|53335|Autosomal dominant inheritance, Congenital onset, Cupped ear, Downslanted palpebral fissures, Epicanthus, Everted lower lip vermilion, Global developmental delay, Intellectual disability, Joint hypermobility, Low-set ears, Microcephaly, Midface retrusion, Overfolded helix, Retrognathia, Strabismus, Thin upper lip vermilion
YWHAZ	YWHAZ	5.3133E-01	4.94E-09	Adapter molecule	BrainSpLMD|7534	OMIM|601288
USP31	USP31	1.1758E+00	5.77E-09	Ubiquitin proteasome system protein	BrainSpLMD|57478	
MLLT11	MLLT11	5.1204E-01	7.96E-09	Unclassified	BrainSpLMD|10962;Eurexp|euxassay_010405|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, trigeminal V, vestibulocochlear VIII, vomeronasal organ	OMIM|604684;COSMIC||ALL;HPO|10962|Autosomal dominant inheritance, Juvenile myelomonocytic leukemia, Somatic mutation
TUBB	TUBB	3.8642E-01	8.78E-09	Cytoskeletal protein	BrainSpLMD|203068	OMIM|191130;HPO|203068|Abnormality of cardiovascular system morphology, Abnormality of the skin, Ataxia, Autosomal dominant inheritance, Blepharophimosis, Brachycephaly, Cerebellar hypoplasia, Cleft palate, Congenital onset, Delayed speech and language development, Edema, Epicanthus, Flat face, Global developmental delay, High palate, Hypertelorism, Hypoplasia of the brainstem, Hypoplastic nipples, Increased number of skin folds, Intellectual disability, Irregular hyperpigmentation, Localized neuroblastoma, Low-set ears, Microcephaly, Motor delay, Narrow mouth, Periorbital fullness, Posteriorly rotated ears, Short neck, Short palpebral fissure, Thickened skin, Wide intermamillary distance
GUSBP3	GUSBP3	1.6575E+00	9.20E-09			
ITPR1	ITPR1	1.9432E+00	9.72E-09	Intracellular ligand gated channel	BrainSpLMD|3708;Eurexp|euxassay_006317|choroid invagination, choroid plexus, roof plate;BrainSpMouseDev|16211	SFARI||Autism, 4 - Minimal evidence;OMIM|147265;HPO|3708|Abnormality of movement, Aniridia, Ataxia, Autosomal recessive inheritance, Cerebellar hypoplasia, Global developmental delay, Hypoplasia of the iris, Intellectual disability, Mask-like facies, Motor delay, Muscular hypotonia, Nystagmus, Postural tremor, Scanning speech, Slurred speech, Visual impairment
PTBP2	PTBP2	4.9499E-01	1.05E-08	RNA binding protein	BrainSpLMD|58155	SFARI||Autism, 4 - Minimal evidence;OMIM|608449
PTPRO	PTPRO	1.2024E+00	1.11E-08	Receptor tyrosine phosphatase	BrainSpLMD|5800;Eurexp|euxassay_000528|cerebral cortex, corpus striatum, hypothalamus, lateral wall, marginal layer, olfactory cortex, testis	OMIM|600579;HPO|5800|Autosomal recessive inheritance, Edema, Focal segmental glomerulosclerosis, Hypoalbuminemia, Nephrotic syndrome, Proteinuria, Tubulointerstitial fibrosis, Variable expressivity
KCNJ6	KCNJ6	1.4804E+00	1.13E-08	Inward rectifier channel	BrainSpLMD|3763;BrainSpMouseDev|16295	OMIM|600877;HPO|3763|Abnormality of eye movement, Abnormality of the forehead, Absence of subcutaneous fat, Autosomal dominant inheritance, Congenital generalized lipodystrophy, Decreased testicular size, Dimple chin, Dyspnea, Failure to thrive, Flexion contracture, Generalized lipodystrophy, Gingival overgrowth, High palate, High, narrow palate, Hyperreflexia, Hypertonia, Intellectual disability, profound, Intellectual disability, severe, Large eyes, Loss of facial adipose tissue, Mask-like facies, Microcephaly, Micrognathia, Narrow naris, Narrow nasal bridge, Open mouth, Opisthotonus, Polyhydramnios, Postnatal growth retardation, Premature skin wrinkling, Progeroid facial appearance, Prominent nasal tip, Proptosis, Recurrent pneumonia, Respiratory insufficiency, Scoliosis, Severe global developmental delay, Shallow orbits, Short philtrum, Spastic tetraparesis, Tented upper lip vermilion, Underdeveloped nasal alae, Upper airway obstruction
DOPEY2	DOPEY2	9.3074E-01	1.66E-08	Unclassified	BrainSpLMD|9980	OMIM|604803
ZBTB18	ZBTB18	5.6901E-01	1.94E-08	Transcription regulatory protein	BrainSpLMD|10472	OMIM|608433;HPO|10472|Abnormality of the pinna, Agenesis of corpus callosum, Aplasia/Hypoplasia of the corpus callosum, Autosomal dominant inheritance, Depressed nasal bridge, Epicanthus, Generalized hypotonia, Global developmental delay, Hypertelorism, Intellectual disability, Low-set ears, Microcephaly, Micrognathia, Prominent forehead, Round face, Seizures, Short stature, Smooth philtrum, Thin upper lip vermilion, Thin vermilion border, Variable expressivity
SCN3B	SCN3B	2.8574E-01	2.35E-08	Voltage gated channel	BrainSpLMD|55800;Eurexp|euxassay_012281|cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, midgut, neural retina, olfactory, skeletal muscle, stomach, thoracic, trigeminal V, vertebral axis muscle system, vestibulocochlear VIII, vomeronasal organ	OMIM|608214;HPO|55800|Atrial flutter, Autosomal dominant inheritance, ST segment elevation
SEMA3C	SEMA3C	4.8809E-01	2.40E-08	Ligand	BrainSpLMD|10512;BrainSpMouseDev|20111	OMIM|602645;HPO|10512|Abdominal pain, Aganglionic megacolon, Constipation, Intestinal obstruction, Nausea and vomiting, Weight loss
PRDM8	PRDM8	1.0719E+00	2.93E-08	Unclassified	BrainSpLMD|56978;Eurexp|euxassay_003278|diencephalon, dorsal root ganglion, hindbrain, midbrain, spinal cord, telencephalon, trigeminal V	OMIM|616639;HPO|56978|Autosomal recessive inheritance, Dementia, Dysarthria, Generalized myoclonic seizures, Hallucinations, Hyperreflexia, Lafora bodies, Mutism, Myoclonus, Paranoia, Progressive, Progressive cerebellar ataxia, Psychosis, Spastic ataxia, Spastic tetraplegia, Urinary incontinence, Variable expressivity
DDX5	DDX5	3.8685E-01	2.94E-08	RNA binding protein	BrainSpLMD|1655;BrainSpMouseDev|12987	OMIM|180630;COSMIC||prostate
L1CAM	L1CAM	1.4211E+00	3.12E-08	Adhesion molecule	BrainSpLMD|3897;Eurexp|euxassay_016867|alar columns, cervical, cervico-thoracic, dorsal root ganglion, facial VII, forebrain, glossopharyngeal IX, hindbrain, midbrain, midgut, neural retina, olfactory, stomach, thoracic, trigeminal V, vagus X, ventral grey horn, ventricle, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|16500	OMIM|308840;HPO|3897|Abnormal facial shape, Absent septum pellucidum, Adducted thumb, Aganglionic megacolon, Agenesis of corpus callosum, Aphasia, Aqueductal stenosis, Camptodactyly of finger, Cerebellar hypoplasia, Clinodactyly of the 5th finger, Corticospinal tract hypoplasia, Delayed speech and language development, Flexion contracture of thumb, Gait disturbance, Hand clenching, Hemiplegia/hemiparesis, Hydrocephalus, Hyperlordosis, Hyperreflexia, Increased intracranial pressure, Inferior vermis hypoplasia, Intellectual disability, Intellectual disability, severe, Kyphosis, Macrocephaly, Microcephaly, Muscle weakness, Partial agenesis of the corpus callosum, Pes cavus, Seizures, Short stature, Shuffling gait, Spastic paraplegia, Spasticity, Strabismus, Talipes equinovarus, Ventriculomegaly, X-linked recessive inheritance
6-Mar	6-Mar	3.1790E-01	3.30E-08			
RP11.497H16.5	RP11.497H16.5	1.9041E+00	3.80E-08			
FRMD4B	FRMD4B	1.1342E+00	4.24E-08	Unclassified		OMIM|617467
NEUROD6	NEUROD6	2.9571E-01	4.63E-08	Transcription factor	BrainSpLMD|63974;Eurexp|euxassay_017889|inner ear, mantle layer, olfactory, olfactory lobe;BrainSpMouseDev|11708	OMIM|611513
ZEB2	ZEB2	4.6917E-01	7.26E-08	Transcription regulatory protein	BrainSpLMD|9839;Eurexp|euxassay_005774|bladder, dorsal grey horn, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, lip, lung, mantle layer, metanephros, midgut, nasal septum, penis, pharyngo-tympanic tube, stomach;BrainSpMouseDev|23887	OMIM|605802;HPO|9839|Abdominal distention, Abnormality of metabolism/homeostasis, Abnormality of the abdominal wall, Abnormality of the rib cage, Absent speech, Atrial septal defect, Autosomal dominant inheritance, Broad eyebrow, Delayed eruption of teeth, Drooling, Generalized hypotonia, Happy demeanor, Hypoplasia of the corpus callosum, Intellectual disability, moderate, Motor delay, Patent ductus arteriosus, Pectus carinatum, Pectus excavatum, Pulmonary artery sling, Pulmonary artery stenosis, Pulmonic stenosis, Supernumerary nipple, Ventricular septal defect, Vomiting, Widely spaced teeth
GUSBP9	GUSBP9	1.7911E+00	7.57E-08			
PID1	PID1	1.2354E+00	9.76E-08	Unclassified	BrainSpLMD|55022	OMIM|612930
MYT1L	MYT1L	6.0121E-01	1.25E-07	Transcription factor	BrainSpLMD|23040;BrainSpMouseDev|17700	SFARI||Autism, 1 - High confidence;OMIM|613084;HPO|23040|Aggressive behavior, Autosomal dominant inheritance, Delayed speech and language development, Global developmental delay, Intellectual disability, Obesity
CD24	CD24	5.0627E-01	1.31E-07		BrainSpLMD|100133941;BrainSpMouseDev|12269	OMIM|600074
