id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
TMSB4XP8	TMSB4XP8	8.6351E-01	1.15E-09	Cytoskeletal associated protein		
GLCCI1	GLCCI1	1.7975E+00	1.19E-09	Unclassified	BrainSpLMD|113263;Eurexp|euxassay_014439|axial skeleton, nasal septum, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|82074	OMIM|614283
GAD2	GAD2	2.1397E+00	1.51E-09	Enzyme: Decarboxylase	BrainSpLMD|2572;Eurexp|euxassay_001769|dorsal grey horn, lateral ventricle, mantle layer;BrainSpMouseDev|14193	OMIM|138275
PFN2	PFN2	1.5346E+00	1.93E-09	Structural protein	BrainSpLMD|5217;Eurexp|euxassay_002518|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|176590
DLEU2	DLEU2	1.7217E+00	2.28E-09	Unclassified	BrainSpLMD|8847	OMIM|605766
CHD7	CHD7	9.4249E-01	2.32E-09	DNA binding protein	Eurexp|euxassay_010758|marginal layer, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ	SFARI||Autism, No category;OMIM|608892;HPO|55636|Abnormality of body height, Abnormality of female internal genitalia, Abnormality of lymphocytes, Abnormality of the aortic valve, Abnormality of the cardiac septa, Abnormality of the inner ear, Abnormality of the soft palate, Abnormality of the voice, Absence of pubertal development, Absence of secondary sex characteristics, Alopecia, Anophthalmia, Anosmia, Anterior hypopituitarism, Anxiety, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the eyebrow, Aplasia/Hypoplasia of the thymus, Atrial septal defect, Attention deficit hyperactivity disorder, Autism, Autosomal dominant inheritance, Bifid scrotum, Breast hypoplasia, Choanal atresia, Chorioretinal coloboma, Chronic diarrhea, Cleft lip, Cleft palate, Cleft upper lip, Coloboma, Cryptorchidism, Decreased fertility, Decreased testicular size, Decreased testosterone in males, Delayed eruption of teeth, Delayed puberty, Delayed skeletal maturation, Depressed nasal bridge, Depressivity, Desquamation of skin soon after birth, Dilatation of the aortic arch, Dimple chin, Double outlet right ventricle, Downslanted palpebral fissures, Dry skin, Duodenal atresia, Dysphagia, Edema, Eosinophilia, Erectile abnormalities, Erythroderma, Esophageal atresia, Eunuchoid habitus, External ear malformation, Facial asymmetry, Facial palsy, Failure to thrive, Feeding difficulties, Female hypogonadism, Fever, Gastroesophageal reflux, Gonadotropin deficiency, Gynecomastia, Hearing impairment, Hepatomegaly, Horseshoe kidney, Hydronephrosis, Hypocalcemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the ovary, Hypoplasia of the uterus, Hyposmia, Hypothalamic gonadotropin-releasing hormone deficiency, Hypothyroidism, Impotence, Increased female libido, Intellectual disability, Interrupted aortic arch, Iris coloboma, Labial hypoplasia, Low-set, posteriorly rotated ears, Lymphadenopathy, Lymphopenia, Malar flattening, Male hypogonadism, Micropenis, Microphthalmia, Muscular hypotonia, Narrow face, Narrow mouth, Non-obstructive azoospermia, Nystagmus, Obsessive-compulsive behavior, Optic atrophy, Osteopenia, Osteoporosis, Overfolded helix, Parathyroid hypoplasia, Patent ductus arteriosus, Phenotypic variability, Pneumonia, Polyhydramnios, Posterior choanal atresia, Postnatal growth retardation, Primary amenorrhea, Pruritus, Ptosis, Pulmonic stenosis, Reduced bone mineral density, Secondary amenorrhea, Sensorineural hearing impairment, Severe combined immunodeficiency, Sparse body hair, Splenomegaly, Sporadic, Square face, Strabismus, Tetralogy of Fallot, Thickened skin, Tracheoesophageal fistula, Umbilical hernia, Ventricular septal defect, Wide intermamillary distance
MYO1B	MYO1B	2.6324E+00	9.17E-09	Motor protein	BrainSpLMD|4430;Eurexp|euxassay_006192|mantle layer, olfactory, ventricular layer	OMIM|606537
SACS	SACS	1.6948E+00	9.54E-09	Unclassified	BrainSpLMD|26278;Eurexp|euxassay_014163|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vagus X	OMIM|604490;HPO|26278|Absent Achilles reflex, Autosomal recessive inheritance, Babinski sign, Cerebellar vermis atrophy, Decreased motor nerve conduction velocity, Decreased nerve conduction velocity, Decreased number of large peripheral myelinated nerve fibers, Decreased sensory nerve conduction velocity, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Dysarthria, Dysmetria, Falls, Hammertoe, Hypermyelinated retinal nerve fibers, Hyperreflexia, Impaired smooth pursuit, Impaired vibration sensation in the lower limbs, Infantile onset, Intellectual disability, Loss of Purkinje cells in the cerebellar vermis, Nystagmus, Pes cavus, Progressive gait ataxia, Progressive truncal ataxia, Scanning speech, Spastic ataxia, Spasticity, Swan neck-like deformities of the fingers, Urinary urgency
HNRNPRP1	HNRNPRP1	2.5760E+00	1.13E-08			
DLX5	DLX5	1.8195E+00	1.90E-08	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
DLL1	DLL1	1.8516E+00	2.22E-08	Calcium binding protein	BrainSpLMD|28514;Eurexp|euxassay_014876|anterior, calyces, diaphragm, extrinsic, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, intrinsic, marginal layer, midgut, olfactory, olfactory lobe, paraxial mesenchyme, rectum, rest of mesenchyme, retina, stomach, ventricular layer, vertebral axis muscle system, vibrissa;BrainSpMouseDev|13167	OMIM|606582
SOX4	SOX4	7.3163E-01	2.69E-08	Transcription factor	BrainSpLMD|6659;Eurexp|euxassay_019583|cervical, cervico-thoracic, dorsal grey horn, dorsal root ganglion, incisor, lung, mantle layer, mesenchyme, metanephros, molar, neural retina, oesophagus, phalanx, submandibular gland primordium, testis, trachea, valve, vibrissa;BrainSpMouseDev|20439	OMIM|184430
HMGB1	HMGB1	7.4935E-01	2.86E-08	DNA binding protein	BrainSpMouseDev|15064	OMIM|163905
RND3	RND3	1.4354E+00	2.98E-08	G protein	BrainSpLMD|390	OMIM|602924
SOX2.OT	SOX2.OT	7.8698E-01	6.60E-08			
PTMAP5	PTMAP5	7.2747E-01	7.36E-08			
MT.RNR2	MT.RNR2	3.3901E-01	7.70E-08			
CCDC88A	CCDC88A	6.4632E-01	8.25E-08	Cytoskeletal protein	BrainSpLMD|55704;Eurexp|euxassay_012890|mantle layer, ventral grey horn	OMIM|609736;HPO|55704|Abnormality of the hand, Autosomal recessive inheritance, Cerebellar atrophy, Developmental stagnation, Edema, Epicanthus, Feeding difficulties in infancy, Full cheeks, Global developmental delay, Hyperreflexia, Hypoplasia of the corpus callosum, Hypsarrhythmia, Infantile encephalopathy, Intellectual disability, profound, Myoclonus, Narrow forehead, Neuronal loss in central nervous system, Open mouth, Optic atrophy, Pachygyria, Peripheral dysmyelination, Polymicrogyria, Progressive microcephaly, Retrognathia, Seizures, Severe muscular hypotonia, Short nose, Tented upper lip vermilion, Undetectable visual evoked potentials
SERINC5	SERINC5	9.1743E-01	8.59E-08	Unclassified	BrainSpLMD|256987;Eurexp|euxassay_011506|anterior, clavicle, floor plate, floorplate, incisor, mantle layer, marginal layer, molar, phalanx, thyroid, ventricular layer, vibrissa	OMIM|614551
MOB3B	MOB3B	1.2460E+00	1.27E-07	Unclassified	BrainSpLMD|79817;Eurexp|euxassay_011555|incisor, molar	OMIM|617652
TMEM123	TMEM123	9.4409E-01	1.42E-07	Cell surface receptor	BrainSpLMD|114908	OMIM|606356
DLL3	DLL3	1.9132E+00	2.12E-07	Ligand	BrainSpLMD|10683;BrainSpMouseDev|13168	OMIM|602768;HPO|10683|Abnormal form of the vertebral bodies, Abnormality of immune system physiology, Abnormality of the intervertebral disk, Abnormality of the odontoid process, Autosomal recessive inheritance, Block vertebrae, Death in infancy, Disproportionate short-trunk short stature, Hemivertebrae, Intrauterine growth retardation, Kyphosis, Recurrent respiratory infections, Respiratory insufficiency, Rib fusion, Rib segmentation abnormalities, Scoliosis, Severe short stature, Short neck, Short stature, Short thorax, Vertebral segmentation defect
CENPF	CENPF	1.0813E+00	6.30E-07	Cell cycle control protein	BrainSpLMD|1063	OMIM|600236
ST18	ST18	2.5296E+00	8.21E-07	Transcription regulatory protein	BrainSpLMD|9705;BrainSpMouseDev|88752	OMIM|617155
ZC3H12C	ZC3H12C	2.1737E+00	8.56E-07	Unclassified		OMIM|615001
CRB1	CRB1	1.1188E+00	9.29E-07	Unclassified	BrainSpLMD|23418	OMIM|604210;HPO|23418|Abnormal electroretinogram, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Aplasia/Hypoplasia of the cerebellar vermis, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Bone spicule pigmentation of the retina, Cataract, Conductive hearing impairment, Encephalocele, Esotropia, Glaucoma, Hemiplegia/hemiparesis, High-grade hypermetropia, Hyperinsulinemia, Hypermetropia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Muscular hypotonia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Paravenous chorioretinal atrophy, Pendular nystagmus, Photophobia, Progressive night blindness, Rod-cone dystrophy, Seizures, Sensorineural hearing impairment, Severe visual impairment, Undetectable electroretinogram, Visual impairment, Vitreoretinal degeneration, Wide nasal bridge
RPL23A	RPL23A	8.0941E-01	1.35E-06	RNA binding protein		OMIM|602326
MT.CO3	MT.CO3	2.7538E-01	1.72E-06			
TCEB1P2	TCEB1P2	7.3148E-01	2.02E-06			
HNRNPA1P48	HNRNPA1P48	6.6091E-01	2.15E-06			
AC009302.2	AC009302.2	8.6462E-01	2.15E-06			
PBX3	PBX3	1.8261E+00	2.45E-06	Transcription factor	BrainSpLMD|5090;Eurexp|euxassay_002571|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, pharyngo-tympanic tube, spinal cord;BrainSpMouseDev|18282	OMIM|176312
PTMAP2	PTMAP2	7.4526E-01	3.64E-06			
MT.CO2	MT.CO2	3.5046E-01	7.93E-06			
HMGB1P5	HMGB1P5	6.8562E-01	8.83E-06			
CDCA7	CDCA7	1.4892E+00	9.06E-06	Cell cycle control protein	BrainSpLMD|83879	OMIM|609937;HPO|83879|Abnormality of chromosome stability, Abnormality of neutrophils, Anemia, Autosomal recessive inheritance, Cellular immunodeficiency, Communicating hydrocephalus, Conductive hearing impairment, Cryptorchidism, Decreased antibody level in blood, Depressed nasal bridge, Flat face, Global developmental delay, Hypertelorism, Hypoplastic ischia, Hypospadias, Intellectual disability, Intrauterine growth retardation, Low-set ears, Lymphopenia, Macrocephaly, Malabsorption, Microcephaly, Micrognathia, Polydactyly, Recurrent respiratory infections, Short nose, Short stature, Strabismus
DAPK1	DAPK1	1.4656E+00	1.44E-05	Serine/threonine kinase	BrainSpLMD|1612	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600831
GNG3	GNG3	8.2404E-01	2.43E-05	G protein	BrainSpLMD|2785;Eurexp|euxassay_010359|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|608941
OLA1	OLA1	1.3495E+00	2.45E-05	Unclassified	BrainSpLMD|29789	OMIM|611175
H1F0	H1F0	1.1815E+00	2.78E-05	DNA binding protein	BrainSpLMD|3005;Eurexp|euxassay_006503|embryo	OMIM|142708
HELLS	HELLS	8.8399E-01	3.03E-05	DNA binding protein	BrainSpLMD|3070	OMIM|603946;HPO|3070|Abnormality of chromosome stability, Abnormality of neutrophils, Anemia, Autosomal recessive inheritance, Cellular immunodeficiency, Communicating hydrocephalus, Congenital onset, Decreased antibody level in blood, Depressed nasal bridge, Epicanthus, Global developmental delay, Hypertelorism, Intellectual disability, Lymphopenia, Macrocephaly, Malabsorption, Micrognathia, Recurrent infections, Recurrent respiratory infections, Short stature
SCARNA22	SCARNA22	9.3523E-01	3.49E-05			
HNRNPA1P10	HNRNPA1P10	1.1480E+00	3.79E-05			
HMGB2	HMGB2	8.7469E-01	4.07E-05	Transcription regulatory protein	BrainSpLMD|3148;Eurexp|euxassay_019251|incisor, lobe, lung, marginal layer, metanephros, molar, neural retina, oesophagus, pancreas, pituitary, submandibular gland primordium, thymus primordium, thyroid, trachea, turbinate bones, valve, ventricle, ventricular layer, vertebral axis muscle system	OMIM|163906
NNAT	NNAT	5.5498E-01	5.81E-05	Regulatory/other subunit	BrainSpLMD|4826;Eurexp|euxassay_007364|brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, glossopharyngeal IX, left lung, mesenchyme, mesothelium, midgut, neural retina, oesophagus, olfactory, paraxial mesenchyme, pericardial cavity, peritoneal cavity, right lung, skeletal muscle, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|17878	OMIM|603106
ASCL1	ASCL1	1.0824E+00	6.32E-05	Transcription factor	BrainSpLMD|429;BrainSpMouseDev|16941	OMIM|100790;HPO|429|Abnormality of temperature regulation, Abnormality of the cardiovascular system, Abnormality of the mouth, Aganglionic megacolon, Autonomic dysregulation, Autosomal dominant inheritance, Breathing dysregulation, Central hypoventilation, Central sleep apnea, Constipation, Death in infancy, Downslanted palpebral fissures, Dysautonomia, Failure to thrive, Feeding difficulties, Ganglioneuroblastoma, Ganglioneuroma, Gastroesophageal reflux, Hyperhidrosis, Intellectual disability, Low-set ears, Muscular hypotonia, Posteriorly rotated ears, Seizures, Small for gestational age, Strabismus
KLHL13	KLHL13	1.9901E+00	6.34E-05	Cytoskeletal associated protein	BrainSpLMD|90293;Eurexp|euxassay_010975|diaphragm, footplate, handplate, mantle layer, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, vertebral axis muscle system	OMIM|300655
HAT1	HAT1	1.6879E+00	6.42E-05	Enzyme: Acyltransferase	BrainSpLMD|8520;Eurexp|euxassay_015562|brain, cerebral cortex, diencephalon, forebrain, hindbrain, liver, lung, medullary region, midbrain, optic II, optic stalk, telencephalon, testis, thymus primordium	OMIM|603053
TSG101	TSG101	5.7239E-01	6.59E-05	Ubiquitin proteasome system protein	BrainSpLMD|7251;Eurexp|euxassay_002131|brain, cervical, cervico-thoracic, dorsal root ganglion, spinal cord, thoracic, trigeminal V	OMIM|601387;HPO|7251|Autosomal dominant inheritance, Breast carcinoma, Heterogeneous
GINS2	GINS2	1.4232E+00	7.51E-05	Unclassified	BrainSpLMD|51659	OMIM|610609
CDC42SE2	CDC42SE2	4.7732E-01	8.03E-05	Unclassified	BrainSpLMD|56990	
MT.TP	MT.TP	5.8976E-01	9.50E-05			
CASD1	CASD1	7.5337E-01	0.000101476	Enzyme: Transferase	BrainSpLMD|64921	OMIM|611686
PTPRN2	PTPRN2	1.8887E+00	0.000118141	Receptor tyrosine phosphatase	BrainSpLMD|5799	OMIM|601698
GNB2L1	GNB2L1	7.2420E-01	0.000118675			
RP11.673C5.1	RP11.673C5.1	6.0377E-01	0.000127175			
CORO1C	CORO1C	1.0384E+00	0.000130224	Cytoskeletal associated protein	BrainSpLMD|23603	OMIM|605269
AC006042.8	AC006042.8	1.9389E+00	0.000134026			
RP11.16F15.1	RP11.16F15.1	3.2569E-01	0.000151771			
GRIK3	GRIK3	2.3530E+00	0.000164669	Extracellular ligand gated channel	BrainSpLMD|2899;BrainSpMouseDev|14583	SFARI||Autism, No category;OMIM|138243
RP11.3P17.3	RP11.3P17.3	6.4656E-01	0.000170938			
MARCKS	MARCKS	6.7003E-01	0.000171912	Cytoskeletal protein	BrainSpLMD|4082	OMIM|177061
ANP32E	ANP32E	8.9725E-01	0.000192499	Unclassified	BrainSpLMD|81611	OMIM|609611
AC000089.3	AC000089.3	6.2943E-01	0.000244244			
CPSF7	CPSF7	5.9157E-01	0.000323934	Unclassified	BrainSpLMD|79869;Eurexp|euxassay_007331|embryo	
OXR1	OXR1	2.8852E-01	0.000333997	Unclassified	BrainSpLMD|55074	OMIM|605609
HES6	HES6	1.3116E+00	0.000425211	Transcription regulatory protein	BrainSpLMD|55502;Eurexp|euxassay_018314|head mesenchyme, marginal layer, mesenchyme, molar, neural retina, olfactory, respiratory, retina, skeletal muscle, thymus primordium, trachea, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|35214	OMIM|610331
HNRNPA1P7	HNRNPA1P7	4.2038E-01	0.000459012			
MT.CYB	MT.CYB	2.5228E-01	0.000474392			
LDHBP2	LDHBP2	3.8922E-01	0.000507898			
RAB3IP	RAB3IP	1.8123E+00	0.000532109	Guanine nucleotide exchange factor;Unclassified	BrainSpLMD|117177;Eurexp|euxassay_007883|calyces, hindgut, loop, stomach	OMIM|608686
DLEU1	DLEU1	1.9275E+00	0.000535904	Unclassified	BrainSpLMD|10301	OMIM|605765
RPL21	RPL21	2.7863E-01	0.000543679	Ribosomal subunit		OMIM|603636;HPO|6144|Alopecia, Aplasia/Hypoplasia of the eyebrow, Autosomal dominant inheritance, Hypotrichosis, Hypotrichosis of the scalp, Sparse and thin eyebrow, Sparse body hair, Sparse eyelashes, Sparse or absent eyelashes
H3F3A	H3F3A	6.5680E-01	0.000561395	DNA binding protein		OMIM|601128;COSMIC||glioma
GNG5	GNG5	1.0007E+00	0.00059884	G protein	BrainSpLMD|2787;Eurexp|euxassay_007798|embryo	OMIM|600874
RPS11	RPS11	5.7006E-01	0.000603869	Ribosomal subunit	BrainSpLMD|6205	OMIM|180471
E2F2	E2F2	2.2979E+00	0.000610484	Transcription factor	BrainSpLMD|1870;BrainSpMouseDev|88998	OMIM|600426
MAPRE2	MAPRE2	3.3382E-01	0.00062425	Cytoskeletal associated protein	BrainSpLMD|10982;Eurexp|euxassay_007836|cervical, cervico-thoracic, dorsal root ganglion, forebrain, glossopharyngeal IX, hindbrain, midbrain, neural retina, olfactory, spinal cord, thoracic, trigeminal V, vestibulocochlear VIII	OMIM|605789;HPO|10982|Autosomal dominant inheritance, Broad neck, Carious teeth, Cleft palate, Cryptorchidism, Delayed speech and language development, Downslanted palpebral fissures, Edema, Epicanthus, Flat face, Generalized hypotonia, Hypoplasia of the corpus callosum, Hypospadias, Increased number of skin folds, Irregular hyperpigmentation, Low-set ears, Microcornea, Micrognathia, Microphthalmia, Microtia, Motor delay, Narrow mouth, Posteriorly rotated ears, Scrotal hypoplasia, Seizures, Short neck, Short palpebral fissure, Thickened skin, Upslanted palpebral fissure
MTAP	MTAP	2.2071E+00	0.000641633	Enzyme: Phosphorylase	BrainSpLMD|4507;Eurexp|euxassay_003372|axial muscle, cranium, incisor, mantle layer, marginal layer, orbito-sphenoid, submandibular gland primordium, ventral grey horn, ventricular layer, vibrissa	OMIM|156540
CS	CS	4.1023E-01	0.000711503	Enzyme: Acyltransferase	BrainSpLMD|1431	OMIM|118950
NES	NES	9.8297E-01	0.000754243	Cytoskeletal protein	BrainSpLMD|10763;Eurexp|euxassay_017860|calyces, diaphragm, head mesenchyme, meninges, mesenchyme, skeletal muscle, tongue, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|17775	OMIM|600915
CTD.2270N23.1	CTD.2270N23.1	3.5873E-01	0.000853921			
ST8SIA5	ST8SIA5	4.4050E-01	0.000874349	Enzyme: Sialyltransferase	BrainSpLMD|29906	OMIM|607162
CLGN	CLGN	5.8516E-01	0.000885043	Chaperone	BrainSpLMD|1047	OMIM|601858
ZSWIM5	ZSWIM5	1.7652E+00	0.00090499	Unclassified		SFARI||Autism, 6 - Evidence does not support role
SOX6	SOX6	1.1669E+00	0.000962789	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
CCNE2	CCNE2	1.2496E+00	0.000964727	Cell cycle control protein	BrainSpLMD|9134	OMIM|603775
RGS16	RGS16	1.6343E+00	0.000978392	GTPase activating protein	BrainSpLMD|6004;Eurexp|euxassay_006229|diaphragm, dorsal grey horn, lip, mantle layer, marginal layer, mesenchyme, neural retina, skeletal muscle, ventricular layer, vertebral axis muscle system	OMIM|602514
CHD3	CHD3	1.0316E+00	0.001001176	DNA binding protein	BrainSpLMD|1107	OMIM|602120
BAZ1A	BAZ1A	1.5227E+00	0.001165491	DNA binding protein	BrainSpLMD|11177	OMIM|605680
RP11.386M24.4	RP11.386M24.4	4.5546E-01	0.001171883			
HNRNPA1	HNRNPA1	5.7560E-01	0.0012055	RNA binding protein	BrainSpLMD|3178	OMIM|164017;HPO|3178|Abnormality of the abdominal musculature, Amyotrophic lateral sclerosis, Anxiety, Autosomal dominant inheritance, Depressivity, Dyspnea, Elevated alkaline phosphatase, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Limb-girdle muscular dystrophy, Mildly elevated creatine phosphokinase, Muscle cramps, Muscle fiber inclusion bodies, Muscular dystrophy, Myopathy, Neurodegeneration, Pain, Paralysis, Proximal muscle weakness, Respiratory failure, Rimmed vacuoles, Skeletal muscle atrophy, Spasticity, Xerostomia
CERS6	CERS6	4.7445E-01	0.001283246	Transcription regulatory protein	BrainSpLMD|253782	OMIM|615336
HMGB1P10	HMGB1P10	7.6087E-01	0.001307027			
ILDR2	ILDR2	1.1365E+00	0.001315944	Immunoglobulin	BrainSpLMD|387597	
MCM2	MCM2	1.3257E+00	0.001317583	DNA binding protein	BrainSpLMD|4171;Eurexp|euxassay_009158|brain, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nerve, sensory organ, spinal cord, tail, ventricular layer, vertebral axis muscle system, visceral organ	OMIM|116945;HPO|4171|Autosomal dominant inheritance, Progressive sensorineural hearing impairment, Slow progression, Variable expressivity
ACTG1	ACTG1	3.6546E-01	0.001347758	Structural protein	BrainSpLMD|71	OMIM|102560;HPO|71|Abnormality of the pinna, Aphasia, Autosomal dominant inheritance, Bilateral sensorineural hearing impairment, Cerebral cortical hemiatrophy, Coarse facial features, Delayed cranial suture closure, Depressed nasal tip, Downslanted palpebral fissures, Dysphasia, Echolalia, Epicanthus, Euryblepharon, Failure to thrive, Feeding difficulties, Full cheeks, Global developmental delay, Growth delay, Heterochromia iridis, Highly arched eyebrow, Hydronephrosis, Hydroureter, Hypertelorism, Intellectual disability, Iris coloboma, Joint stiffness, Large fontanelles, Lissencephaly, Long nose, Long palpebral fissure, Long philtrum, Low posterior hairline, Macrogyria, Microcephaly, Micrognathia, Mutism, Osteochondrosis, Pachygyria, Pointed chin, Polymicrogyria, Progressive sensorineural hearing impairment, Prominent metopic ridge, Prominent nose, Ptosis, Retinoschisis, Retrognathia, Seizures, Short columella, Short neck, Skeletal dysplasia, Specific learning disability, Subcortical cerebral atrophy, Telecanthus, Thin upper lip vermilion, Thin vermilion border, Trigonocephaly, Wide mouth, Wide nasal bridge, Wide nose, Young adult onset
NACA3P	NACA3P	6.9290E-01	0.001371919			
RPL4P5	RPL4P5	4.4261E-01	0.001389817			
OLA1P1	OLA1P1	8.1744E-01	0.001403298			
STMN1	STMN1	3.4541E-01	0.001467174	Structural protein	BrainSpLMD|3925;Eurexp|euxassay_008627|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, retina, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|151442
NUDT1	NUDT1	1.2738E+00	0.001485024	Enzyme: Hydrolase	BrainSpLMD|4521	OMIM|600312
