id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
DLX6	DLX6	1.2606E+00	0	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
SOX1	SOX1	1.2540E+00	0	Transcription factor	BrainSpLMD|6656;Eurexp|euxassay_019565|ventral grey horn, ventricular layer	OMIM|602148
SP9	SP9	1.2417E+00	0		BrainSpLMD|100131390;BrainSpMouseDev|120188	
PDE4DIP	PDE4DIP	1.2291E+00	0	Transport/cargo protein	BrainSpLMD|9659;Eurexp|euxassay_015920|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vestibulocochlear VIII	OMIM|608117;COSMIC||MPN
CH17.472G23.1	CH17.472G23.1	1.1881E+00	0			
FAM65B	FAM65B	1.1794E+00	0			
CADPS	CADPS	1.1667E+00	0	Membrane transport protein	BrainSpLMD|8618;Eurexp|euxassay_006311|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, lateral wall, mantle layer, meninges, neural retina, olfactory, thoracic, trigeminal V, vagus X, ventricular layer, vestibulocochlear VIII	OMIM|604667
CUX1	CUX1	1.1629E+00	0	Transcription regulatory protein	BrainSpLMD|1523;BrainSpMouseDev|12828	SFARI||Autism, 3 - Suggestive evidence;OMIM|116896;COSMIC||endometrial, melanoma, colorectal, AML, MDS, other tumour types
RBP1	RBP1	1.1331E+00	0	Transport/cargo protein	BrainSpLMD|5947;Eurexp|euxassay_003315|brain, corpus striatum, forelimb, hindbrain, hindlimb, mantle layer, midgut, olfactory lobe, telencephalon, turbinate bones	OMIM|180260
SOX2.OT	SOX2.OT	1.1112E+00	0			
CH17.472G23.4	CH17.472G23.4	1.1029E+00	0			
RUNX1T1	RUNX1T1	1.0991E+00	0	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
DLX6.AS1	DLX6.AS1	1.0567E+00	0			
SLAIN1	SLAIN1	1.0170E+00	0	Unclassified	BrainSpLMD|122060	OMIM|610491
DCX	DCX	9.7390E-01	0	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
ZEB2	ZEB2	9.5626E-01	0	Transcription regulatory protein	BrainSpLMD|9839;Eurexp|euxassay_005774|bladder, dorsal grey horn, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, lip, lung, mantle layer, metanephros, midgut, nasal septum, penis, pharyngo-tympanic tube, stomach;BrainSpMouseDev|23887	OMIM|605802;HPO|9839|Abdominal distention, Abnormality of metabolism/homeostasis, Abnormality of the abdominal wall, Abnormality of the rib cage, Absent speech, Atrial septal defect, Autosomal dominant inheritance, Broad eyebrow, Delayed eruption of teeth, Drooling, Generalized hypotonia, Happy demeanor, Hypoplasia of the corpus callosum, Intellectual disability, moderate, Motor delay, Patent ductus arteriosus, Pectus carinatum, Pectus excavatum, Pulmonary artery sling, Pulmonary artery stenosis, Pulmonic stenosis, Supernumerary nipple, Ventricular septal defect, Vomiting, Widely spaced teeth
SOX6	SOX6	8.3530E-01	0	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
PDE4D	PDE4D	8.2526E-01	0	Enzyme: Phosphodiesterase	BrainSpLMD|5144	OMIM|600129;HPO|5144|Abnormal form of the vertebral bodies, Abnormality of female external genitalia, Abnormality of immune system physiology, Abnormality of the nail, Absent/hypoplastic paranasal sinuses, Accelerated skeletal maturation, Anteverted nares, Autism, Autosomal dominant inheritance, Blue irides, Brachycephaly, Brachydactyly, Cerebral venous thrombosis, Cone-shaped epiphysis, Congenital craniofacial dysostosis, Congenital hypothyroidism, Congenital onset, Cryptorchidism, Delayed eruption of teeth, Delayed speech and language development, Depressed nasal bridge, Depressed nasal ridge, Diabetes mellitus, Elevated calcitonin, Elevated circulating parathyroid hormone level, Epiphyseal stippling, Fair hair, Global developmental delay, Growth hormone deficiency, Hearing impairment, Hyperactivity, Hyperphosphatemia, Hypertelorism, Hypocalcemia, Hypogonadism, Hypoplasia of the maxilla, Hypoplasia of the nasal bone, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplastic vertebral bodies, Hypospadias, Increased intracranial pressure, Intellectual disability, Intrauterine growth retardation, Malar flattening, Mandibular prognathia, Micromelia, Midface retrusion, Mild short stature, Narrow vertebral interpedicular distance, Obesity, Open mouth, Peripheral neuropathy, Pseudohypoparathyroidism, Red hair, Round face, Scoliosis, Short metacarpal, Short metatarsal, Short nose, Short phalanx of finger, Short stature, Short toe, Specific learning disability, Spinal canal stenosis, Wide nasal bridge
DLX1	DLX1	8.1401E-01	0	Transcription factor	BrainSpLMD|1745;Eurexp|euxassay_008426|cochlea, epithelium, footplate, handplate, incisor, inner ear, mantle layer, midgut, naso-lacrimal duct, neural retina, oesophagus, paraxial mesenchyme, retina, skeletal muscle, skeleton, stomach, utricle, vibrissa;BrainSpMouseDev|13169	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600029
PFN2	PFN2	7.9925E-01	0	Structural protein	BrainSpLMD|5217;Eurexp|euxassay_002518|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|176590
BCL11B	BCL11B	6.5171E-01	0	Transcription regulatory protein;DNA binding protein	BrainSpLMD|64919;BrainSpMouseDev|37240	OMIM|606558;COSMIC||T-ALL;HPO|64919|Absent speech, Autosomal dominant inheritance, Congenital onset, Generalized hypotonia, Global developmental delay, Hirsutism, Hypertelorism, Inflammatory abnormality of the skin, Intellectual disability, Micrognathia, Natal tooth, Pulmonary artery stenosis, Seizures, Severe combined immunodeficiency, Short palpebral fissure, Spastic tetraplegia, Umbilical hernia, Wormian bones
TCF4	TCF4	6.1392E-01	0	Transcription factor	BrainSpLMD|6925;BrainSpMouseDev|21174	SFARI||Autism, No category;OMIM|602272;HPO|6925|Abnormal large intestine physiology, Abnormality of the palate, Absent speech, Aggressive behavior, Anteverted nares, Aphasia, Ascites, Astigmatism, Ataxia, Autoimmunity, Autosomal dominant inheritance, Cirrhosis, Clinodactyly, Clubbing, Coarse facial features, Constipation, Cryptorchidism, Cupped ear, Deeply set eye, Dilated superficial abdominal veins, Dysautonomia, Dysphasia, Echolalia, Elevated alkaline phosphatase of hepatic origin, Elevated hepatic transaminases, Encephalopathy, Esophagitis, Failure of eruption of permanent teeth, Failure to thrive, Feeding difficulties, Fever, Full cheeks, Gait ataxia, Gastroesophageal reflux, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic fibrosis, Hepatomegaly, Hepatosplenomegaly, Hiatus hernia, Hypoplasia of the corpus callosum, Incoordination, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Intermittent hyperventilation, Microcephaly, Micropenis, Misalignment of teeth, Motor delay, Muscular hypotonia, Mutism, Myopia, Narrow foot, Narrow forehead, Open mouth, Palmar telangiectasia, Pes planus, Pes valgus, Portal hypertension, Seizures, Short neck, Short philtrum, Single transverse palmar crease, Sleep apnea, Specific learning disability, Spider hemangioma, Splenomegaly, Strabismus, Tapered finger, Thick vermilion border, Thickened helices, Ulcerative colitis, Upslanted palpebral fissure, Weight loss, Wide mouth, Wide nasal bridge, Widely spaced teeth
SOX4	SOX4	5.1661E-01	0	Transcription factor	BrainSpLMD|6659;Eurexp|euxassay_019583|cervical, cervico-thoracic, dorsal grey horn, dorsal root ganglion, incisor, lung, mantle layer, mesenchyme, metanephros, molar, neural retina, oesophagus, phalanx, submandibular gland primordium, testis, trachea, valve, vibrissa;BrainSpMouseDev|20439	OMIM|184430
STMN2	STMN2	3.7252E-01	0	Cytoskeletal associated protein	BrainSpLMD|11075;Eurexp|euxassay_009268|cervical, cervico-thoracic, dorsal root ganglion, facial VII, footplate, forebrain, glossopharyngeal IX, handplate, hindbrain, hindgut, incisor, lip, midbrain, midgut, neural retina, oesophagus, olfactory, spinal cord, stomach, thoracic, thymus primordium, tongue, trigeminal V, vestibulocochlear VIII, vibrissa, visceral, vomeronasal organ	OMIM|600621
SOX11	SOX11	3.3782E-01	0	Transcription factor	BrainSpLMD|6664;BrainSpMouseDev|20428	OMIM|600898;HPO|6664|Abnormal facial shape, Abnormality of cardiovascular system morphology, Abnormality of the columella, Abnormality of the dentition, Abnormality of the nares, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the distal phalanx of the 5th finger, Aplasia/Hypoplasia of the patella, Autosomal dominant inheritance, Clinodactyly, Coarse facial features, Cryptorchidism, Dandy-Walker malformation, Depressed nasal bridge, Depressed nasal ridge, Elbow dislocation, Everted lower lip vermilion, Feeding difficulties in infancy, Full cheeks, Generalized hirsutism, Global developmental delay, Hearing impairment, Highly arched eyebrow, Hypertrichosis, Hypoplastic fifth fingernail, Hypoplastic fifth toenail, Intellectual disability, Intellectual disability, mild, Intrauterine growth retardation, Joint hyperflexibility, Long eyelashes, Long nose, Low-set ears, Microcephaly, Midface retrusion, Muscular hypotonia, Nystagmus, Open mouth, Posteriorly rotated ears, Recurrent respiratory infections, Scoliosis, Seizures, Short chin, Short distal phalanx of finger, Short nose, Short palpebral fissure, Short philtrum, Short stature, Slow-growing hair, Strabismus, Thick eyebrow, Thick lower lip vermilion, Thick vermilion border, Underdeveloped nasal alae, Underdeveloped supraorbital ridges, Wide mouth, Wide nasal bridge
BCL11A	BCL11A	3.3131E-01	0	DNA binding protein	BrainSpLMD|53335;Eurexp|euxassay_007892|dorsal grey horn, incisor, naris, olfactory, pharyngo-tympanic tube, submandibular gland primordium, vibrissa;BrainSpMouseDev|13802	SFARI||Autism, 2 - Strong candidate;OMIM|606557;COSMIC||B-CLL;HPO|53335|Autosomal dominant inheritance, Congenital onset, Cupped ear, Downslanted palpebral fissures, Epicanthus, Everted lower lip vermilion, Global developmental delay, Intellectual disability, Joint hypermobility, Low-set ears, Microcephaly, Midface retrusion, Overfolded helix, Retrognathia, Strabismus, Thin upper lip vermilion
STMN1	STMN1	3.0599E-01	0	Structural protein	BrainSpLMD|3925;Eurexp|euxassay_008627|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, retina, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|151442
PAM	PAM	1.4772E+00	1.11E-16	Enzyme: Oxygenase	BrainSpLMD|5066;Eurexp|euxassay_007685|atrium, axial skeleton, dorsal grey horn, dorsal root ganglion, extrinsic ocular muscle, eyelid, floorplate, glossopharyngeal IX, hindgut, incisor, inner ear, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 4 and 5, lip, mandible, mantle layer, maxilla, medulla, midgut, molar, neural retina, oesophagus, palatal shelf, pancreas, skeletal muscle, stomach, thyroid, trachea, trigeminal V, vagus X, ventricle, ventricular layer, vibrissa	OMIM|170270
GAD2	GAD2	1.0288E+00	2.22E-16	Enzyme: Decarboxylase	BrainSpLMD|2572;Eurexp|euxassay_001769|dorsal grey horn, lateral ventricle, mantle layer;BrainSpMouseDev|14193	OMIM|138275
CELF4	CELF4	1.0616E+00	3.33E-16	RNA binding protein	BrainSpLMD|56853;Eurexp|euxassay_009241|brain, dorsal root ganglion, glossopharyngeal IX, neural retina, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, No category;OMIM|612679
MEG3	MEG3	5.6001E-01	3.33E-16			OMIM|605636
TMSB10	TMSB10	4.5045E-01	5.55E-16	Cytoskeletal associated protein	BrainSpLMD|9168	OMIM|188399
MTSS1	MTSS1	1.0398E+00	6.66E-16	Cytoskeletal associated protein	BrainSpLMD|9788	OMIM|608486
ELMO1	ELMO1	1.0255E+00	8.88E-16	Unclassified;Motor protein	BrainSpLMD|9844;Eurexp|euxassay_012546|floor plate, floorplate, mantle layer, marginal layer, vibrissa	OMIM|606420
MLLT11	MLLT11	5.4521E-01	9.99E-16	Unclassified	BrainSpLMD|10962;Eurexp|euxassay_010405|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, trigeminal V, vestibulocochlear VIII, vomeronasal organ	OMIM|604684;COSMIC||ALL;HPO|10962|Autosomal dominant inheritance, Juvenile myelomonocytic leukemia, Somatic mutation
ATRNL1	ATRNL1	1.2741E+00	1.22E-15	Integral membrane protein	BrainSpLMD|26033	SFARI||Autism, 5 - Hypothesized but untested;OMIM|612869
DPYSL3	DPYSL3	8.6613E-01	3.66E-15	Enzyme: Hydrolase	BrainSpLMD|1809;Eurexp|euxassay_010399|cervical, cervico-thoracic, diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, mantle layer, midbrain, midgut, neural retina, olfactory, stomach, telencephalon, thoracic, trigeminal V, vestibulocochlear VIII, vomeronasal organ	OMIM|601168
GRIA1	GRIA1	8.7342E-01	4.77E-15	Extracellular ligand gated channel	BrainSpLMD|2890;Eurexp|euxassay_018233|mantle layer, neural retina, palatal shelf, saccule;BrainSpMouseDev|14575	SFARI||Autism, 2 - Strong candidate;OMIM|138248
MOB3B	MOB3B	1.2917E+00	5.55E-15	Unclassified	BrainSpLMD|79817;Eurexp|euxassay_011555|incisor, molar	OMIM|617652
QKI	QKI	6.9712E-01	9.44E-15	RNA binding protein	BrainSpLMD|9444;Eurexp|euxassay_012259|diaphragm, dorsal grey horn, dorsal root ganglion, exoccipital bone, lens, lung, mandible, mantle layer, marginal layer, maxilla, meninges, midgut, neural retina, orbito-sphenoid, petrous part, skeletal muscle, stomach, submandibular gland primordium, turbinate, vault of skull, ventral grey horn, ventricle, ventricular layer, vertebral axis muscle system, vibrissa	OMIM|609590;COSMIC||angiocentric glioma, colorectal cancer
PTBP2	PTBP2	6.1141E-01	2.65E-14	RNA binding protein	BrainSpLMD|58155	SFARI||Autism, 4 - Minimal evidence;OMIM|608449
INA	INA	6.4324E-01	5.50E-14	Cytoskeletal protein	BrainSpLMD|9118;Eurexp|euxassay_012424|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, midgut, neural retina, olfactory, stomach, thoracic, trigeminal V, vestibulocochlear VIII, vomeronasal organ	OMIM|605338
SYT1	SYT1	6.1536E-01	5.70E-13	Calcium binding protein	BrainSpLMD|6857;Eurexp|euxassay_018026|adrenal gland, cervical, cervico-thoracic, diencephalon, dorsal root ganglion, epithelium, external, facial VII, foregut-midgut junction, glossopharyngeal IX, hindbrain, hindgut, incisor, limb, mantle layer, marginal layer, mesenchyme, midbrain, midgut, neural retina, oesophagus, olfactory, oral epithelium, pectoralis major, pectoralis minor, pituitary, retina, spinal cord, stomach, stroma, thoracic, tongue, trigeminal V, ureter, urethra, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|20740	OMIM|185605
DSCAML1	DSCAML1	1.6096E+00	9.12E-13	Adhesion molecule	BrainSpLMD|57453;Eurexp|euxassay_015851|dorsal grey horn, mantle layer, olfactory, vomeronasal organ;BrainSpMouseDev|77592	OMIM|611782
FGD3	FGD3	9.0464E-01	1.53E-12	Guanine nucleotide exchange factor	BrainSpLMD|89846;Eurexp|euxassay_010184|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vestibulocochlear VIII	OMIM|617554
SATB1	SATB1	9.6487E-01	3.54E-12	Transcription factor	BrainSpLMD|6304;Eurexp|euxassay_018001|cervical, cervico-thoracic, dorsal root ganglion, epidermis, facial VII, glossopharyngeal IX, marginal layer, neural retina, thoracic, thymus primordium, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|19993	OMIM|602075
RPL7AP30	RPL7AP30	9.7326E-01	7.36E-12			
MAGI2	MAGI2	1.0572E+00	1.41E-11	Unclassified	BrainSpLMD|9863	OMIM|606382
CHL1	CHL1	1.0032E+00	1.46E-11	Adhesion molecule	BrainSpLMD|10752;BrainSpMouseDev|12446	OMIM|607416;HPO|10752|Atrioventricular canal defect, Brachycephaly, Cleft palate, Cognitive impairment, Cryptorchidism, Downturned corners of mouth, Epicanthus, Hearing impairment, High palate, Hypertelorism, Intrauterine growth retardation, Long philtrum, Low-set, posteriorly rotated ears, Microcephaly, Micrognathia, Muscular hypotonia, Postaxial hand polydactyly, Ptosis, Short stature, Telecanthus
ZNF91	ZNF91	8.5588E-01	1.56E-11	Transcription regulatory protein	BrainSpLMD|7644	OMIM|603971
FNBP1	FNBP1	9.7440E-01	3.02E-11	Unclassified	BrainSpLMD|23048;Eurexp|euxassay_002195|bladder, diencephalon, dorsal root ganglion, hindbrain, midbrain, spinal cord, thymus primordium, trigeminal V, vestibulocochlear VIII	OMIM|606191;COSMIC||AML
NTN4	NTN4	1.2051E+00	5.55E-11	Extracellular matrix protein	BrainSpLMD|59277;Eurexp|euxassay_007631|valve, ventricular layer;BrainSpMouseDev|37036	OMIM|610401
MIR181A1HG	MIR181A1HG	1.0726E+00	6.05E-11			
NREP	NREP	5.6615E-01	8.75E-11	Unclassified	BrainSpLMD|9315	OMIM|607332
MYCBP2	MYCBP2	7.2876E-01	9.01E-11	Transcription regulatory protein	BrainSpLMD|23077;Eurexp|euxassay_009485|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, spinal cord, thoracic, trigeminal V, vestibulocochlear VIII;BrainSpMouseDev|69854	OMIM|610392
TSC22D2	TSC22D2	8.4064E-01	2.16E-10	Unclassified	BrainSpLMD|9819	OMIM|617724
CSRNP3	CSRNP3	8.0120E-01	6.13E-10	Unclassified	BrainSpLMD|80034;Eurexp|euxassay_009789|brain, mantle layer, spinal cord, trigeminal V, ventricular layer	
